epoch,global_test_acc,global_test_loss,train_loss,clean_ratio,scoreA_clean_ratio,scoreA_precision,scoreA_recall,fedrn_clean_ratio,fedrn_precision,fedrn_recall,net2_clean_ratio,net2_precision,net2_recall,selection_precision,selection_recall,false_clean,missed_clean,neighbor_net2_used_ratio,neighbor_ft_ep,net2_ft_ep
434,61.980000,1.093922,0.165672,0.586840,0.584720,0.959434,0.955121,0.585200,0.962269,0.958731,0.594680,0.948073,0.959888,0.961489,0.960637,565,578,1.000000,1,1
435,61.100000,1.119110,0.177470,0.559000,0.558920,0.951335,0.951403,0.556480,0.953925,0.949828,0.567800,0.937865,0.952834,0.951127,0.951331,683,680,1.000000,1,1
436,60.480000,1.139588,0.175168,0.607200,0.607000,0.948929,0.966702,0.604640,0.952170,0.966233,0.615880,0.938624,0.970193,0.950395,0.968515,753,469,1.000000,1,1
437,58.800000,1.175802,0.160375,0.598360,0.594480,0.969923,0.977156,0.596640,0.972513,0.983324,0.605560,0.953894,0.978918,0.970252,0.983867,445,238,1.000000,1,1
438,60.470000,1.135133,0.181198,0.647160,0.646320,0.946095,0.953055,0.644480,0.948610,0.952868,0.653440,0.938235,0.955549,0.946659,0.954863,863,724,1.000000,1,1
439,59.610000,1.156961,0.208094,0.622680,0.620640,0.936775,0.976815,0.620360,0.940551,0.980309,0.631880,0.925302,0.982325,0.938267,0.981586,961,274,1.000000,1,1
440,57.350000,1.219211,0.212768,0.600520,0.598480,0.948135,0.950295,0.598480,0.949873,0.952036,0.608480,0.937549,0.955386,0.948112,0.953510,779,694,1.000000,1,1
441,60.460000,1.136949,0.178604,0.627560,0.626640,0.951615,0.966295,0.625320,0.953432,0.966101,0.635720,0.940351,0.968693,0.952005,0.968110,753,492,1.000000,1,1
442,59.450000,1.178064,0.144488,0.615200,0.615880,0.974151,0.965435,0.612920,0.976245,0.962860,0.620560,0.965579,0.964212,0.974837,0.965049,387,543,1.000000,1,1
443,60.460000,1.122329,0.224056,0.627440,0.624200,0.929830,0.974087,0.624120,0.933026,0.977309,0.637920,0.915852,0.980532,0.930001,0.979323,1098,308,1.000000,1,1
444,57.510000,1.220749,0.192080,0.633280,0.634720,0.934837,0.982124,0.631360,0.937342,0.979542,0.643160,0.922943,0.982521,0.935763,0.980866,1017,289,1.000000,1,1
445,61.540000,1.109808,0.180763,0.646720,0.646800,0.954360,0.947912,0.645960,0.956530,0.948833,0.650360,0.948890,0.947666,0.954973,0.948403,728,840,1.000000,1,1
446,61.460000,1.103654,0.162155,0.638880,0.634760,0.958536,0.941042,0.636160,0.961330,0.945867,0.646840,0.949354,0.949765,0.959492,0.948095,647,839,1.000000,1,1
447,58.910000,1.172370,0.177530,0.588400,0.587760,0.953042,0.973311,0.586080,0.956456,0.974006,0.594800,0.944385,0.976022,0.954793,0.976161,665,343,1.000000,1,1
448,58.680000,1.191065,0.197575,0.602920,0.603120,0.952845,0.963452,0.600560,0.957506,0.964056,0.609800,0.945687,0.966805,0.955550,0.965866,670,509,1.000000,1,1
449,62.020000,1.114568,0.160634,0.588480,0.587560,0.958608,0.979752,0.586520,0.959694,0.979126,0.594440,0.948119,0.980379,0.957926,0.980587,619,279,1.000000,1,1
450,60.060000,1.154685,0.206462,0.617400,0.614040,0.934271,0.952071,0.615600,0.934698,0.954926,0.624880,0.921649,0.955789,0.932945,0.955921,1035,664,1.000000,1,1
451,60.270000,1.150992,0.154990,0.616280,0.611440,0.959636,0.956009,0.614760,0.962912,0.964481,0.622680,0.952913,0.966762,0.961836,0.965785,588,525,1.000000,1,1
452,61.300000,1.124664,0.181896,0.633520,0.630760,0.946477,0.953796,0.631440,0.948245,0.956608,0.639560,0.936644,0.957055,0.946332,0.957822,850,660,1.000000,1,1
453,60.010000,1.134649,0.167237,0.609240,0.608440,0.954112,0.945349,0.607480,0.954961,0.944698,0.615480,0.943719,0.945870,0.953253,0.945740,712,833,1.000000,1,1
454,60.330000,1.144163,0.117241,0.618840,0.616600,0.977489,0.963920,0.616240,0.979943,0.965775,0.626880,0.968096,0.970573,0.978605,0.968526,331,492,1.000000,1,1
455,60.200000,1.145024,0.206551,0.618800,0.618080,0.932565,0.967634,0.616840,0.934959,0.968171,0.627400,0.921900,0.970991,0.933161,0.969380,1034,456,1.000000,1,1
456,60.050000,1.150745,0.173993,0.571560,0.569960,0.941961,0.982865,0.568960,0.946499,0.985867,0.581920,0.928650,0.989309,0.943873,0.987624,802,169,1.000000,1,1
457,59.930000,1.158844,0.202674,0.594200,0.593320,0.940268,0.969349,0.590960,0.945039,0.970392,0.603120,0.928571,0.973103,0.941972,0.972547,862,395,1.000000,1,1
458,61.010000,1.134778,0.169855,0.652400,0.648600,0.957817,0.955871,0.649840,0.956174,0.956056,0.660560,0.944895,0.960364,0.954261,0.957903,746,684,1.000000,1,1
459,59.560000,1.150434,0.190882,0.567640,0.568800,0.938608,0.952541,0.564320,0.941239,0.947688,0.574680,0.927542,0.951042,0.937989,0.949971,880,701,1.000000,1,1
460,60.490000,1.142154,0.204568,0.596440,0.596560,0.941397,0.973108,0.594560,0.941738,0.970197,0.604400,0.928921,0.972831,0.940380,0.971860,889,406,1.000000,1,1
461,59.900000,1.167149,0.190381,0.572200,0.573800,0.940676,0.955937,0.570120,0.942749,0.951899,0.581040,0.930814,0.957849,0.941559,0.954165,836,647,1.000000,1,1
462,59.890000,1.157369,0.167988,0.599640,0.600600,0.957043,0.963395,0.596680,0.960381,0.960445,0.608840,0.946915,0.966278,0.958442,0.963261,623,548,1.000000,1,1
463,61.150000,1.129955,0.218124,0.624720,0.624040,0.930838,0.966587,0.622120,0.932810,0.965655,0.632760,0.921866,0.970647,0.931041,0.967851,1077,483,1.000000,1,1
464,60.480000,1.133352,0.171620,0.597800,0.595320,0.948263,0.968501,0.595600,0.950369,0.971109,0.607480,0.936327,0.975844,0.948879,0.973168,764,391,1.000000,1,1
465,61.870000,1.115771,0.133601,0.626160,0.625760,0.975646,0.970435,0.625080,0.977219,0.970944,0.631920,0.968540,0.972851,0.976300,0.971707,371,445,1.000000,1,1
466,59.480000,1.158134,0.157263,0.627560,0.627560,0.964115,0.964422,0.624920,0.966460,0.962701,0.635840,0.954391,0.967292,0.964625,0.964932,555,550,1.000000,1,1
467,61.500000,1.112955,0.182562,0.590640,0.588880,0.950686,0.958630,0.587480,0.954177,0.959863,0.599120,0.938977,0.963288,0.951375,0.962192,718,552,1.000000,1,1
468,58.900000,1.174544,0.194400,0.620200,0.619040,0.933898,0.955128,0.617640,0.935367,0.954467,0.627400,0.924195,0.957970,0.933183,0.956186,1036,663,1.000000,1,1
469,60.610000,1.142262,0.169985,0.605480,0.604760,0.957074,0.961334,0.603160,0.959944,0.961666,0.614640,0.945659,0.965387,0.958380,0.963792,630,545,1.000000,1,1
470,60.110000,1.153607,0.189795,0.620080,0.619240,0.949163,0.964933,0.618000,0.952104,0.965984,0.623960,0.943394,0.966378,0.950264,0.967363,771,497,1.000000,1,1
471,61.010000,1.131082,0.173012,0.607560,0.606040,0.958353,0.963632,0.606360,0.960617,0.966419,0.613240,0.948340,0.964892,0.959049,0.966751,622,501,1.000000,1,1
472,60.860000,1.116091,0.160833,0.628040,0.629800,0.959987,0.970403,0.626560,0.963100,0.968541,0.634280,0.952828,0.970018,0.962168,0.969890,594,469,1.000000,1,1
473,60.280000,1.151749,0.193374,0.614840,0.606640,0.943162,0.949801,0.613080,0.944412,0.961155,0.622720,0.932297,0.963745,0.942814,0.962284,879,568,1.000000,1,1
474,59.070000,1.181912,0.202880,0.611640,0.607000,0.942537,0.984513,0.610280,0.943174,0.990501,0.620000,0.930258,0.992497,0.942319,0.991809,882,119,1.000000,1,1
475,59.160000,1.182169,0.175488,0.587480,0.586840,0.953718,0.973560,0.584960,0.955553,0.972307,0.596080,0.939337,0.973977,0.952815,0.973699,693,378,1.000000,1,1
476,60.690000,1.139017,0.160062,0.572400,0.569760,0.958439,0.939185,0.568960,0.960911,0.940286,0.581360,0.946746,0.946615,0.958840,0.943932,589,815,1.000000,1,1
477,59.360000,1.160872,0.152394,0.610080,0.610600,0.956633,0.953198,0.608000,0.959474,0.951958,0.617640,0.946700,0.954178,0.958169,0.953916,638,706,1.000000,1,1
478,59.320000,1.175513,0.191230,0.635720,0.635880,0.953954,0.989624,0.633440,0.956050,0.987993,0.643320,0.944662,0.991451,0.954760,0.990211,719,150,1.000000,1,1
479,61.510000,1.107332,0.171036,0.604480,0.602360,0.949797,0.956850,0.602320,0.950525,0.957519,0.610720,0.941053,0.961199,0.949378,0.959794,765,601,1.000000,1,1
480,61.140000,1.135117,0.191272,0.585040,0.585000,0.937436,0.954204,0.583880,0.937795,0.952742,0.592040,0.927640,0.955596,0.937167,0.953995,919,661,1.000000,1,1
481,59.650000,1.179551,0.187191,0.660440,0.662880,0.946838,0.961223,0.658400,0.950304,0.958221,0.667480,0.939773,0.960671,0.949064,0.959936,841,654,1.000000,1,1
482,59.670000,1.163835,0.229343,0.612440,0.607720,0.933193,0.951799,0.610120,0.934374,0.956767,0.620360,0.923657,0.961668,0.933447,0.959452,1019,604,1.000000,1,1
483,59.930000,1.152404,0.166843,0.622640,0.621960,0.947585,0.962252,0.622800,0.948683,0.964668,0.629600,0.939390,0.965648,0.948734,0.964472,798,544,1.000000,1,1
484,59.670000,1.163660,0.184406,0.651160,0.648480,0.950716,0.965727,0.650760,0.949352,0.967732,0.654560,0.942985,0.966855,0.949567,0.968546,821,502,1.000000,1,1
485,60.220000,1.149539,0.180163,0.601280,0.600640,0.957379,0.960963,0.599560,0.958770,0.960628,0.608640,0.946372,0.962567,0.956692,0.961297,651,579,1.000000,1,1
486,61.050000,1.123144,0.220267,0.560400,0.558120,0.937648,0.967678,0.557160,0.941058,0.969527,0.570280,0.920741,0.970932,0.937116,0.971080,881,391,1.000000,1,1
487,60.170000,1.146484,0.149732,0.598000,0.594720,0.957089,0.962788,0.596240,0.959412,0.967591,0.606440,0.945452,0.969824,0.958060,0.969080,627,457,1.000000,1,1
488,60.570000,1.136573,0.202220,0.644360,0.646880,0.936186,0.962614,0.641600,0.941895,0.960580,0.653200,0.928965,0.964522,0.938978,0.961724,983,602,1.000000,1,1
489,58.050000,1.193628,0.156371,0.613240,0.612720,0.960700,0.972509,0.610160,0.964075,0.971848,0.622280,0.949090,0.975747,0.962168,0.974822,580,381,1.000000,1,1
490,60.640000,1.146506,0.186650,0.623600,0.622240,0.952880,0.977255,0.622040,0.953315,0.977387,0.631120,0.942959,0.980881,0.952662,0.979167,738,316,1.000000,1,1
491,59.470000,1.171383,0.186079,0.564680,0.566840,0.927387,0.954810,0.563920,0.931976,0.954592,0.571680,0.918276,0.953502,0.930651,0.954519,979,626,1.000000,1,1
492,60.120000,1.149910,0.172691,0.574560,0.575440,0.959822,0.965324,0.573000,0.962862,0.964276,0.581080,0.952502,0.967352,0.962824,0.966862,534,474,1.000000,1,1
493,61.310000,1.122770,0.236497,0.589800,0.589840,0.915096,0.966896,0.588840,0.915291,0.965463,0.595160,0.906983,0.966968,0.914954,0.966681,1254,465,1.000000,1,1
494,60.560000,1.140289,0.122025,0.608760,0.608280,0.979023,0.985177,0.607720,0.980715,0.985971,0.613160,0.970774,0.984714,0.979696,0.986633,309,202,1.000000,1,1
495,60.810000,1.128917,0.231205,0.653960,0.654560,0.926974,0.962500,0.650400,0.931857,0.961421,0.666120,0.913409,0.965165,0.928252,0.962944,1173,584,1.000000,1,1
496,60.960000,1.133423,0.194959,0.607880,0.607320,0.933215,0.938593,0.604920,0.938041,0.939719,0.617480,0.919738,0.940514,0.934987,0.941243,988,887,1.000000,1,1
497,58.750000,1.179405,0.225425,0.631320,0.629840,0.929696,0.965633,0.628560,0.934008,0.968140,0.642680,0.912554,0.967150,0.930812,0.969063,1092,469,1.000000,1,1
498,60.300000,1.150861,0.211617,0.625280,0.623160,0.933436,0.972059,0.623160,0.936453,0.975201,0.635280,0.920917,0.977674,0.934749,0.976738,1020,348,1.000000,1,1
499,59.980000,1.147814,0.125813,0.649280,0.648880,0.978856,0.959572,0.648240,0.980439,0.960176,0.654160,0.972056,0.960660,0.979731,0.961022,329,645,1.000000,1,1
