epoch,global_test_acc,global_test_loss,train_loss,clean_ratio,selection_precision,selection_recall,false_clean,missed_clean,neighbor_net2_used_ratio
30,18.620000,2.077403,1.256751,1.000000,-1.000000,-1.000000,0,0,-1.000000
31,29.630000,2.017882,1.464923,1.000000,-1.000000,-1.000000,0,0,-1.000000
32,31.420000,1.990494,1.649155,1.000000,-1.000000,-1.000000,0,0,-1.000000
33,26.230000,2.076089,1.681898,1.000000,-1.000000,-1.000000,0,0,-1.000000
34,31.090000,2.039688,1.268304,1.000000,-1.000000,-1.000000,0,0,-1.000000
35,30.360000,2.024311,1.552820,1.000000,-1.000000,-1.000000,0,0,-1.000000
36,23.490000,2.089495,1.284902,1.000000,-1.000000,-1.000000,0,0,-1.000000
37,30.140000,1.992323,1.424434,1.000000,-1.000000,-1.000000,0,0,-1.000000
38,28.130000,2.046380,1.859232,1.000000,-1.000000,-1.000000,0,0,-1.000000
39,26.850000,2.077323,1.486067,1.000000,-1.000000,-1.000000,0,0,-1.000000
40,22.820000,2.023831,1.377398,1.000000,-1.000000,-1.000000,0,0,-1.000000
41,29.830000,1.982254,1.444377,1.000000,-1.000000,-1.000000,0,0,-1.000000
42,33.750000,1.985551,1.470433,1.000000,-1.000000,-1.000000,0,0,-1.000000
43,32.270000,2.000047,1.387144,1.000000,-1.000000,-1.000000,0,0,-1.000000
44,33.280000,1.956027,1.537376,1.000000,-1.000000,-1.000000,0,0,-1.000000
45,27.040000,2.023888,1.392605,1.000000,-1.000000,-1.000000,0,0,-1.000000
46,28.020000,2.016326,1.476500,1.000000,-1.000000,-1.000000,0,0,-1.000000
47,24.850000,2.043856,1.284209,1.000000,-1.000000,-1.000000,0,0,-1.000000
48,27.100000,2.056255,1.510625,1.000000,-1.000000,-1.000000,0,0,-1.000000
49,27.670000,2.079063,1.751158,1.000000,-1.000000,-1.000000,0,0,-1.000000
50,24.140000,2.067159,1.459611,1.000000,-1.000000,-1.000000,0,0,-1.000000
51,26.850000,2.049771,1.654509,1.000000,-1.000000,-1.000000,0,0,-1.000000
52,27.700000,2.040898,1.363463,1.000000,-1.000000,-1.000000,0,0,-1.000000
53,33.510000,1.971370,1.426003,1.000000,-1.000000,-1.000000,0,0,-1.000000
54,27.860000,2.037557,1.646324,1.000000,-1.000000,-1.000000,0,0,-1.000000
55,29.150000,1.987676,1.150662,1.000000,-1.000000,-1.000000,0,0,-1.000000
56,28.140000,2.010751,1.414155,1.000000,-1.000000,-1.000000,0,0,-1.000000
57,29.130000,2.011497,1.361609,1.000000,-1.000000,-1.000000,0,0,-1.000000
58,32.130000,1.977254,1.471498,1.000000,-1.000000,-1.000000,0,0,-1.000000
59,29.780000,1.969659,1.200998,1.000000,-1.000000,-1.000000,0,0,-1.000000
60,30.950000,1.995336,1.554474,1.000000,-1.000000,-1.000000,0,0,-1.000000
61,31.870000,1.965608,1.230801,1.000000,-1.000000,-1.000000,0,0,-1.000000
62,29.470000,2.033029,1.506199,1.000000,-1.000000,-1.000000,0,0,-1.000000
63,31.420000,1.961650,1.427653,1.000000,-1.000000,-1.000000,0,0,-1.000000
64,26.820000,1.968864,1.166738,1.000000,-1.000000,-1.000000,0,0,-1.000000
65,30.250000,1.985837,1.613340,1.000000,-1.000000,-1.000000,0,0,-1.000000
66,32.090000,1.975241,1.630545,1.000000,-1.000000,-1.000000,0,0,-1.000000
67,31.080000,1.997087,1.446468,1.000000,-1.000000,-1.000000,0,0,-1.000000
68,32.340000,1.950650,1.314247,1.000000,-1.000000,-1.000000,0,0,-1.000000
69,28.730000,2.021994,1.599789,1.000000,-1.000000,-1.000000,0,0,-1.000000
70,32.120000,1.970401,1.338262,1.000000,-1.000000,-1.000000,0,0,-1.000000
71,26.150000,2.040039,1.557120,1.000000,-1.000000,-1.000000,0,0,-1.000000
72,27.400000,2.053227,1.613471,1.000000,-1.000000,-1.000000,0,0,-1.000000
73,30.800000,2.022616,1.446577,1.000000,-1.000000,-1.000000,0,0,-1.000000
74,19.770000,2.086457,1.447700,1.000000,-1.000000,-1.000000,0,0,-1.000000
75,32.830000,1.961441,1.179607,1.000000,-1.000000,-1.000000,0,0,-1.000000
76,30.970000,2.004248,1.701091,1.000000,-1.000000,-1.000000,0,0,-1.000000
77,27.420000,2.044431,1.107427,1.000000,-1.000000,-1.000000,0,0,-1.000000
78,28.110000,2.032842,1.711998,1.000000,-1.000000,-1.000000,0,0,-1.000000
79,31.290000,1.976026,1.242208,1.000000,-1.000000,-1.000000,0,0,-1.000000
80,27.570000,2.062021,1.917767,1.000000,-1.000000,-1.000000,0,0,-1.000000
81,30.910000,2.020268,1.593964,1.000000,-1.000000,-1.000000,0,0,-1.000000
82,30.990000,1.986275,1.314722,1.000000,-1.000000,-1.000000,0,0,-1.000000
83,26.770000,2.086418,1.614808,1.000000,-1.000000,-1.000000,0,0,-1.000000
84,30.150000,2.039500,1.338345,1.000000,-1.000000,-1.000000,0,0,-1.000000
85,24.270000,2.090793,1.322577,1.000000,-1.000000,-1.000000,0,0,-1.000000
86,27.450000,2.060026,1.674472,1.000000,-1.000000,-1.000000,0,0,-1.000000
87,24.120000,2.096702,1.336692,1.000000,-1.000000,-1.000000,0,0,-1.000000
88,25.830000,2.034487,1.354405,1.000000,-1.000000,-1.000000,0,0,-1.000000
89,25.820000,2.056045,1.554834,1.000000,-1.000000,-1.000000,0,0,-1.000000
90,28.390000,2.049616,1.103367,1.000000,-1.000000,-1.000000,0,0,-1.000000
91,27.010000,2.058732,1.395480,1.000000,-1.000000,-1.000000,0,0,-1.000000
92,21.600000,2.154496,1.470592,1.000000,-1.000000,-1.000000,0,0,-1.000000
93,25.080000,2.095300,1.134595,1.000000,-1.000000,-1.000000,0,0,-1.000000
94,25.520000,2.080030,1.565732,1.000000,-1.000000,-1.000000,0,0,-1.000000
95,29.170000,2.015023,0.840335,1.000000,-1.000000,-1.000000,0,0,-1.000000
96,31.570000,2.010579,1.030197,1.000000,-1.000000,-1.000000,0,0,-1.000000
97,25.650000,2.081051,1.801635,1.000000,-1.000000,-1.000000,0,0,-1.000000
98,24.270000,2.067934,1.238786,1.000000,-1.000000,-1.000000,0,0,-1.000000
99,29.740000,2.001068,1.070259,1.000000,-1.000000,-1.000000,0,0,-1.000000
100,33.480000,1.904755,0.385058,0.629600,0.944091,0.951344,176,152,0.000000
101,32.400000,1.896040,0.572763,0.620200,0.888101,0.977983,347,62,0.000000
102,34.290000,1.942349,0.430825,0.629200,0.907819,0.982118,290,52,0.000000
103,29.830000,1.970797,0.557125,0.526400,0.873480,0.980802,333,45,0.000000
104,40.060000,1.702676,0.291685,0.604600,0.977175,0.975561,69,74,0.000000
105,35.080000,1.817828,0.441786,0.699800,0.942555,0.963201,201,126,0.000000
106,40.990000,1.680497,0.242702,0.680800,0.980905,0.971769,65,97,0.000000
107,36.050000,1.794502,0.362556,0.629200,0.938970,0.984667,192,46,0.000000
108,45.370000,1.599524,0.403469,0.528800,0.938729,0.960526,162,102,0.000000
109,33.860000,1.814701,0.445065,0.562800,0.916134,0.976515,236,62,0.000000
110,35.720000,1.702358,0.283167,0.645800,0.979251,0.978342,67,70,0.000000
111,38.380000,1.706928,0.205670,0.703000,0.990043,0.969900,35,108,0.000000
112,41.460000,1.590196,0.370929,0.770800,0.939803,0.973656,232,98,0.000000
113,40.480000,1.601928,0.474559,0.630800,0.901078,0.977304,312,66,0.000000
114,39.660000,1.637206,0.220708,0.732200,0.986889,0.969152,48,115,0.000000
115,40.570000,1.653405,0.411123,0.548400,0.909190,0.948630,249,135,0.000000
116,44.910000,1.554428,0.378510,0.692400,0.917678,0.982983,285,55,0.000000
117,44.070000,1.561282,0.215282,0.676200,0.985507,0.956372,49,152,0.000000
118,45.500000,1.563689,0.497070,0.735600,0.895052,0.963700,386,124,0.000000
119,43.590000,1.558466,0.338671,0.547000,0.935649,0.969318,176,81,0.000000
120,35.700000,1.747086,0.351588,0.687800,0.933992,0.986486,227,44,0.000000
121,42.730000,1.573283,0.289449,0.598800,0.973280,0.971333,80,86,0.000000
122,41.370000,1.643846,0.448954,0.597200,0.922304,0.975212,232,70,0.000000
123,45.170000,1.500883,0.262245,0.722800,0.981184,0.958378,68,154,0.000000
124,46.290000,1.469339,0.424741,0.586400,0.901432,0.973122,289,73,0.000000
125,47.460000,1.487672,0.340623,0.486200,0.923488,0.971021,186,67,0.000000
126,40.040000,1.707170,0.187996,0.671600,0.985408,0.973235,49,91,0.000000
127,39.240000,1.744830,0.424165,0.635000,0.907717,0.982947,293,50,0.000000
128,46.450000,1.540907,0.255233,0.675000,0.977778,0.982143,75,60,0.000000
129,45.780000,1.514438,0.217737,0.597600,0.975234,0.981806,74,54,0.000000
130,41.050000,1.604114,0.268294,0.582200,0.971144,0.964188,84,105,0.000000
131,44.510000,1.532948,0.266626,0.616000,0.959091,0.980744,126,58,0.000000
132,46.370000,1.499964,0.255867,0.547600,0.979547,0.970333,56,82,0.000000
133,44.400000,1.511100,0.365989,0.599200,0.903204,0.976190,290,66,0.000000
134,47.780000,1.484509,0.488574,0.500000,0.836400,0.977103,409,49,0.000000
135,44.200000,1.569361,0.181141,0.611400,0.982009,0.981046,55,58,0.000000
136,52.130000,1.344377,0.254863,0.525200,0.956207,0.970247,115,77,0.000000
137,46.680000,1.515047,0.205510,0.526200,0.972254,0.982335,73,46,0.000000
138,39.160000,1.694117,0.221882,0.565200,0.974876,0.981125,71,53,0.000000
139,48.900000,1.410510,0.428162,0.622400,0.891388,0.976761,338,66,0.000000
140,50.590000,1.453224,0.403255,0.676000,0.927811,0.969098,244,100,0.000000
141,53.370000,1.353246,0.489895,0.571800,0.847849,0.964968,435,88,0.000000
142,46.680000,1.487022,0.216120,0.689400,0.983464,0.970790,57,102,0.000000
143,35.820000,1.878105,0.238046,0.507000,0.973570,0.980922,67,48,0.000000
144,50.640000,1.393962,0.257933,0.527800,0.970064,0.974125,79,68,0.000000
145,43.630000,1.562453,0.218400,0.671800,0.983924,0.976655,54,79,0.000000
146,43.660000,1.527396,0.327154,0.591800,0.957756,0.985396,125,42,0.000000
147,45.560000,1.540983,0.340721,0.649600,0.942734,0.986469,186,42,0.000000
148,49.910000,1.399602,0.306257,0.593800,0.962950,0.979110,110,61,0.000000
149,47.980000,1.482176,0.355864,0.567400,0.893550,0.938889,302,165,0.000000
150,41.560000,1.579478,0.676933,0.587200,0.822548,0.976942,521,57,0.000000
151,47.730000,1.454353,0.323449,0.604000,0.951656,0.968329,146,94,0.000000
152,44.680000,1.538124,0.158840,0.712400,0.990736,0.977021,33,83,0.000000
153,42.990000,1.563789,0.293324,0.655600,0.926174,0.988281,242,36,0.000000
154,48.620000,1.383453,0.242119,0.641800,0.980679,0.972497,62,89,0.000000
155,41.490000,1.636044,0.455187,0.559800,0.861736,0.974152,387,64,0.000000
156,43.080000,1.569981,0.348620,0.667600,0.968244,0.974668,106,84,0.000000
157,38.200000,1.829766,0.277714,0.599600,0.972315,0.965232,83,105,0.000000
158,45.860000,1.477361,0.199221,0.589200,0.984386,0.974462,46,76,0.000000
159,50.690000,1.435736,0.176051,0.669000,0.986846,0.964077,44,123,0.000000
160,47.620000,1.641813,0.186850,0.677800,0.985541,0.978898,49,72,0.000000
161,47.450000,1.452846,0.367684,0.608600,0.901413,0.976852,300,65,0.000000
162,53.480000,1.317803,0.279675,0.601600,0.941822,0.972871,175,79,0.000000
163,55.490000,1.251529,0.153458,0.653200,0.990814,0.968862,30,104,0.000000
164,41.680000,1.621425,0.292427,0.607000,0.907414,0.977983,281,62,0.000000
165,47.600000,1.505574,0.200403,0.695000,0.982734,0.980195,60,69,0.000000
166,46.170000,1.511253,0.356724,0.542400,0.873894,0.977723,342,54,0.000000
167,42.490000,1.694904,0.210447,0.587800,0.977884,0.977551,65,66,0.000000
168,47.400000,1.533457,0.167652,0.681800,0.984746,0.979288,52,71,0.000000
169,45.000000,1.595507,0.351430,0.653800,0.904864,0.978175,311,66,0.000000
170,51.460000,1.375146,0.129363,0.684400,0.993279,0.984647,23,53,0.000000
171,50.220000,1.364591,0.328224,0.512400,0.952771,0.971736,121,71,0.000000
172,46.570000,1.423302,0.220997,0.542600,0.974198,0.986194,70,37,0.000000
173,42.630000,1.617843,0.159292,0.696800,0.989093,0.983447,38,58,0.000000
174,46.910000,1.683412,0.164129,0.638000,0.990909,0.982898,29,55,0.000000
175,53.980000,1.259806,0.234408,0.571000,0.982487,0.968577,50,91,0.000000
176,49.730000,1.382523,0.210444,0.711800,0.983422,0.971143,59,104,0.000000
177,49.000000,1.434651,0.178549,0.563000,0.980107,0.933356,56,197,0.000000
178,50.080000,1.449283,0.230765,0.586400,0.972715,0.975376,80,72,0.000000
179,54.150000,1.264026,0.205091,0.703800,0.987781,0.974215,43,92,0.000000
180,51.370000,1.332603,0.276822,0.545000,0.939450,0.990712,165,24,0.000000
181,49.310000,1.462101,0.190791,0.698800,0.983400,0.979475,58,72,0.000000
182,49.370000,1.426616,0.329142,0.545800,0.953829,0.988982,126,29,0.000000
183,50.020000,1.425855,0.219704,0.658400,0.977825,0.945652,73,185,0.000000
184,49.640000,1.373386,0.249382,0.482800,0.961475,0.981810,93,43,0.000000
185,54.670000,1.234821,0.165373,0.577200,0.981982,0.938411,52,186,0.000000
186,47.950000,1.428228,0.204662,0.609000,0.982923,0.976828,52,71,0.000000
187,39.300000,1.789144,0.374562,0.521200,0.933615,0.982633,173,43,0.000000
188,45.190000,1.526334,0.379966,0.572600,0.892421,0.931122,308,189,0.000000
189,51.030000,1.361815,0.226333,0.700600,0.984870,0.974576,53,90,0.000000
190,48.500000,1.374955,0.313317,0.684000,0.914035,0.983019,294,54,0.000000
191,45.470000,1.495216,0.207085,0.508600,0.965395,0.982000,88,45,0.000000
192,49.840000,1.345831,0.230955,0.704800,0.984677,0.982446,54,62,0.000000
193,51.680000,1.345912,0.249082,0.638600,0.968055,0.976928,102,73,0.000000
194,55.710000,1.236949,0.158852,0.643800,0.991923,0.979448,26,67,0.000000
195,48.680000,1.348971,0.375319,0.599000,0.940902,0.981198,177,54,0.000000
196,50.810000,1.384677,0.220851,0.637200,0.970182,0.980647,95,61,0.000000
197,49.590000,1.416140,0.322713,0.573200,0.891835,0.977064,310,60,0.000000
198,52.210000,1.360971,0.141460,0.553200,0.984093,0.923338,44,226,0.000000
199,55.160000,1.260061,0.326581,0.560400,0.933976,0.970697,185,79,0.000000
200,52.110000,1.325971,0.166502,0.628200,0.981853,0.982166,57,56,1.000000
201,47.790000,1.389582,0.183499,0.675600,0.989047,0.979191,37,71,1.000000
202,49.260000,1.352326,0.258073,0.626800,0.952776,0.959512,148,126,1.000000
203,52.350000,1.289695,0.241087,0.615600,0.968486,0.974183,97,79,1.000000
204,40.930000,1.695601,0.274678,0.563200,0.962003,0.985808,107,39,1.000000
205,52.920000,1.276187,0.181946,0.592400,0.979743,0.983062,60,50,1.000000
206,45.310000,1.483459,0.231311,0.655800,0.974382,0.992236,84,25,1.000000
207,45.290000,1.507500,0.237401,0.745400,0.957070,0.991935,160,29,1.000000
208,55.170000,1.245434,0.150447,0.545200,0.984593,0.983871,42,44,1.000000
209,53.230000,1.269276,0.150827,0.800800,0.991758,0.984871,33,61,1.000000
210,49.760000,1.399268,0.138320,0.660600,0.990312,0.985241,32,49,1.000000
211,50.230000,1.331345,0.237788,0.553200,0.971439,0.984971,79,41,1.000000
212,46.850000,1.539058,0.180748,0.602400,0.981076,0.975892,57,73,1.000000
213,49.080000,1.402159,0.206707,0.505200,0.961203,0.957413,98,108,1.000000
214,49.660000,1.386047,0.185316,0.552400,0.971760,0.971056,78,80,1.000000
215,51.310000,1.339950,0.190422,0.657400,0.984180,0.985079,52,49,1.000000
216,46.160000,1.543517,0.100980,0.553600,0.987355,0.988784,35,31,1.000000
217,55.260000,1.231093,0.421929,0.676000,0.901479,0.977856,333,69,1.000000
218,50.620000,1.433517,0.185353,0.533600,0.971514,0.941860,76,160,1.000000
219,54.010000,1.311949,0.249278,0.568000,0.947535,0.986437,149,37,1.000000
220,45.800000,1.535249,0.108916,0.726400,0.992015,0.959265,29,153,1.000000
221,47.820000,1.471259,0.288108,0.544200,0.955899,0.985227,120,39,1.000000
222,39.530000,1.851858,0.155501,0.623600,0.977550,0.990897,70,28,1.000000
223,40.830000,1.662767,0.327024,0.509600,0.952904,0.986992,120,32,1.000000
224,51.270000,1.386781,0.229950,0.504400,0.940127,0.984635,151,37,1.000000
225,50.770000,1.398622,0.176821,0.647400,0.986716,0.984587,43,50,1.000000
226,49.330000,1.495631,0.163088,0.481000,0.964657,0.935484,85,160,1.000000
227,55.070000,1.272435,0.147728,0.613800,0.990551,0.983182,29,52,1.000000
228,52.200000,1.356894,0.150903,0.715000,0.985455,0.986282,52,49,1.000000
229,46.630000,1.504236,0.224730,0.601200,0.976048,0.976698,72,70,1.000000
230,49.350000,1.430266,0.154150,0.618800,0.986102,0.984194,43,49,1.000000
231,49.900000,1.425570,0.194785,0.659800,0.979085,0.971721,69,94,1.000000
232,54.680000,1.241858,0.310652,0.693800,0.950995,0.976036,170,81,1.000000
233,54.960000,1.256989,0.242929,0.554600,0.954562,0.984747,126,41,1.000000
234,52.240000,1.317092,0.180949,0.644600,0.982004,0.990300,58,31,1.000000
235,57.090000,1.212945,0.227829,0.643200,0.970149,0.991105,96,28,1.000000
236,54.180000,1.306163,0.181803,0.599000,0.975292,0.981519,74,55,1.000000
237,56.020000,1.211992,0.216214,0.672000,0.975595,0.982614,82,58,1.000000
238,55.240000,1.236968,0.250285,0.723800,0.975684,0.981924,88,65,1.000000
239,49.920000,1.480070,0.182883,0.578800,0.977194,0.987430,66,36,1.000000
240,52.600000,1.404190,0.155171,0.631600,0.983851,0.986976,51,41,1.000000
241,51.460000,1.356921,0.226627,0.713400,0.966639,0.986270,119,48,1.000000
242,52.720000,1.350326,0.191110,0.679600,0.986757,0.981557,45,63,1.000000
243,55.180000,1.265630,0.151176,0.701600,0.982611,0.984857,61,53,1.000000
244,46.870000,1.503161,0.289148,0.569800,0.943489,0.985337,161,40,1.000000
245,51.430000,1.383190,0.159467,0.644400,0.982309,0.991541,57,27,1.000000
246,53.840000,1.350121,0.162815,0.627400,0.982149,0.950926,56,159,1.000000
247,51.670000,1.421883,0.126028,0.651600,0.982812,0.989493,56,34,1.000000
248,58.300000,1.229886,0.249904,0.620200,0.960980,0.984148,121,48,1.000000
249,53.780000,1.316249,0.316678,0.757400,0.920782,0.978395,300,77,1.000000
250,49.830000,1.372300,0.162954,0.674600,0.985473,0.981110,49,64,1.000000
251,51.020000,1.350523,0.171260,0.578600,0.980297,0.939073,57,184,1.000000
252,54.100000,1.348944,0.190672,0.629600,0.978399,0.980892,68,60,1.000000
253,51.920000,1.475220,0.299287,0.612000,0.923529,0.983983,234,46,1.000000
254,54.070000,1.319115,0.130387,0.666400,0.993097,0.983650,23,55,1.000000
255,58.010000,1.171255,0.164775,0.726000,0.986226,0.986770,50,48,1.000000
256,52.030000,1.389610,0.175065,0.611000,0.978396,0.987120,66,39,1.000000
257,57.210000,1.239371,0.164741,0.565000,0.977699,0.980824,63,54,1.000000
258,53.240000,1.326562,0.273264,0.678600,0.971117,0.985347,98,49,1.000000
259,51.780000,1.336221,0.368185,0.622400,0.894923,0.948569,327,151,1.000000
260,52.540000,1.311230,0.398677,0.728600,0.887181,0.984166,411,52,1.000000
261,47.130000,1.449407,0.234577,0.571800,0.970619,0.981259,84,53,1.000000
262,56.440000,1.242992,0.256271,0.621600,0.958816,0.988064,128,36,1.000000
263,50.120000,1.464644,0.216719,0.563200,0.960938,0.987591,110,34,1.000000
264,50.970000,1.333474,0.358745,0.640800,0.898564,0.992759,325,21,1.000000
265,51.450000,1.332806,0.193920,0.578400,0.979253,0.988827,60,32,1.000000
266,53.060000,1.310047,0.226200,0.650800,0.970498,0.985643,96,46,1.000000
267,55.920000,1.249530,0.252157,0.600400,0.961359,0.987004,116,38,1.000000
268,54.010000,1.245696,0.212102,0.624400,0.975016,0.983204,78,52,1.000000
269,55.460000,1.230166,0.178076,0.531200,0.969503,0.942533,81,157,1.000000
270,54.370000,1.257935,0.241454,0.527400,0.954494,0.989387,120,27,1.000000
271,54.130000,1.296320,0.145063,0.553200,0.982646,0.989083,48,30,1.000000
272,53.680000,1.313611,0.141440,0.549200,0.981063,0.949929,52,142,1.000000
273,53.700000,1.350843,0.146570,0.689400,0.987525,0.990687,43,32,1.000000
274,48.310000,1.490040,0.307002,0.714800,0.910464,0.990865,320,30,1.000000
275,50.130000,1.435434,0.241206,0.484000,0.950826,0.944581,119,135,1.000000
276,53.900000,1.305468,0.120225,0.742200,0.995150,0.988490,18,43,1.000000
277,59.570000,1.154705,0.210485,0.632000,0.972785,0.989060,86,34,1.000000
278,55.050000,1.211993,0.192829,0.620200,0.977427,0.979005,70,65,1.000000
279,50.000000,1.433637,0.173267,0.552000,0.976449,0.948944,65,145,1.000000
280,50.220000,1.425943,0.195713,0.527800,0.975369,0.988479,65,30,1.000000
281,48.760000,1.511833,0.155468,0.641400,0.985968,0.986891,45,42,1.000000
282,47.740000,1.523693,0.355894,0.680600,0.901557,0.984596,335,48,1.000000
283,45.870000,1.525869,0.207721,0.642400,0.978518,0.980961,69,61,1.000000
284,51.550000,1.378081,0.165554,0.649200,0.985829,0.988875,46,36,1.000000
285,52.560000,1.409679,0.142994,0.595000,0.975798,0.984735,72,45,1.000000
286,56.190000,1.244545,0.218175,0.611400,0.974158,0.992667,79,22,1.000000
287,55.670000,1.340746,0.172162,0.577400,0.972290,0.984222,80,45,1.000000
288,56.120000,1.234982,0.218996,0.561400,0.959743,0.988987,113,30,1.000000
289,54.640000,1.441134,0.279876,0.659600,0.913584,0.983355,285,51,1.000000
290,59.320000,1.171351,0.169022,0.722400,0.985880,0.985880,51,51,1.000000
291,56.120000,1.227531,0.161637,0.616600,0.981187,0.992454,58,23,1.000000
292,49.470000,1.462909,0.294283,0.643800,0.953402,0.986183,150,43,1.000000
293,54.180000,1.271367,0.275062,0.561400,0.966156,0.992679,95,20,1.000000
294,53.270000,1.355366,0.364764,0.633800,0.887031,0.976042,358,69,1.000000
295,49.570000,1.461396,0.125588,0.694600,0.987619,0.995935,43,14,1.000000
296,54.780000,1.274017,0.151008,0.771000,0.985473,0.991388,56,33,1.000000
297,49.230000,1.602840,0.114236,0.748800,0.990118,0.985904,37,53,1.000000
298,46.510000,1.492362,0.290904,0.527200,0.956373,0.987853,115,31,1.000000
299,54.930000,1.268037,0.300008,0.544800,0.962922,0.989065,101,29,1.000000
300,50.340000,1.354086,0.184057,0.607800,0.972030,0.982048,85,54,1.000000
301,55.400000,1.241957,0.215759,0.544200,0.968761,0.986527,85,36,1.000000
302,53.190000,1.294416,0.155072,0.651400,0.984034,0.948225,52,175,1.000000
303,54.520000,1.263664,0.179030,0.660200,0.980915,0.988400,63,38,1.000000
304,56.550000,1.233899,0.163982,0.715200,0.982662,0.987079,62,46,1.000000
305,50.020000,1.498654,0.141084,0.646000,0.987926,0.986094,39,45,1.000000
306,54.760000,1.269339,0.223823,0.699600,0.962836,0.989424,130,36,1.000000
307,52.340000,1.385967,0.226378,0.686000,0.952770,0.986715,162,44,1.000000
308,53.780000,1.313074,0.365838,0.511600,0.920250,0.992411,204,18,1.000000
309,49.640000,1.484259,0.098733,0.722000,0.993906,0.990066,22,36,1.000000
310,45.470000,1.656290,0.162658,0.674000,0.975668,0.991556,82,28,1.000000
311,50.480000,1.420204,0.206858,0.527600,0.976118,0.981326,63,49,1.000000
312,55.510000,1.319040,0.279106,0.651400,0.942892,0.988095,186,37,1.000000
313,54.220000,1.314759,0.122983,0.701000,0.990585,0.992000,33,28,1.000000
314,53.640000,1.374035,0.166741,0.512200,0.970324,0.984548,76,39,1.000000
315,55.680000,1.327939,0.224785,0.640000,0.947812,0.986021,167,43,1.000000
316,51.830000,1.336406,0.205643,0.595800,0.982544,0.987517,52,37,1.000000
317,51.880000,1.393438,0.230943,0.633400,0.945058,0.995013,174,15,1.000000
318,55.490000,1.233758,0.230753,0.571000,0.966025,0.989240,97,30,1.000000
319,56.210000,1.245585,0.170269,0.581600,0.974897,0.991259,73,25,1.000000
320,53.680000,1.369036,0.332826,0.685800,0.897346,0.983696,352,51,1.000000
321,51.710000,1.340902,0.200953,0.606400,0.976253,0.987984,72,36,1.000000
322,51.890000,1.300352,0.184673,0.654800,0.977398,0.980392,74,64,1.000000
323,56.690000,1.266937,0.207422,0.588000,0.974150,0.980822,76,56,1.000000
324,59.280000,1.151539,0.218411,0.645000,0.975814,0.989623,78,33,1.000000
325,52.700000,1.331611,0.385634,0.578800,0.874568,0.990219,363,25,1.000000
326,50.980000,1.342996,0.227684,0.667000,0.971214,0.977959,96,73,1.000000
327,53.830000,1.287289,0.280686,0.562800,0.941009,0.988060,166,32,1.000000
328,53.720000,1.309850,0.156965,0.665200,0.981960,0.988499,60,38,1.000000
329,54.940000,1.360954,0.165517,0.641000,0.988144,0.993413,38,21,1.000000
