epoch,train_loss,global_train_acc,global_train_loss,global_test_acc,global_test_loss,personal_apa,personal_loss,clean_ratio,agreement_ratio,selected_total_count,global_train_count,train_ratio,pred_clean_count,pred_noisy_count,true_clean_count,true_noise_count,actual_train_clean_count,actual_train_clean_ratio,clean_recall,missed_clean_count,false_clean_count,true_noise_rejected_count,total_wrong_count,missed_clean_ratio,false_clean_ratio
92,1.007691,28.264000,2.052168,30.500000,1.970497,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,3906,1094,3906,0.781200,1.000000,0,1094,0,1094,0.000000,1.000000
93,0.771311,28.998000,2.017486,34.180000,1.871972,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,4324,676,4324,0.864800,1.000000,0,676,0,676,0.000000,1.000000
94,1.083350,32.188000,1.941552,36.280000,1.826482,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,3846,1154,3846,0.769200,1.000000,0,1154,0,1154,0.000000,1.000000
95,0.558146,31.820000,1.971704,35.780000,1.817359,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,4530,470,4530,0.906000,1.000000,0,470,0,470,0.000000,1.000000
96,0.693975,31.490000,1.991479,36.540000,1.833879,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,4444,556,4444,0.888800,1.000000,0,556,0,556,0.000000,1.000000
97,1.233223,32.896000,1.941841,38.790000,1.823166,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,3554,1446,3554,0.710800,1.000000,0,1446,0,1446,0.000000,1.000000
98,0.870399,32.018000,1.953729,36.040000,1.839114,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,4212,788,4212,0.842400,1.000000,0,788,0,788,0.000000,1.000000
99,0.706511,31.090000,1.958527,37.330000,1.815170,0.000000,0.000000,1.000000,0.000000,5000,5000,1.000000,5000,0,4324,676,4324,0.864800,1.000000,0,676,0,676,0.000000,1.000000
100,0.248331,38.018000,1.883463,44.240000,1.703329,0.000000,0.000000,0.784000,0.000000,5000,3920,0.784000,3920,1080,4062,938,3861,0.984949,0.950517,201,59,879,260,0.049483,0.062900
101,0.207071,23.450000,2.293069,25.780000,2.077596,0.000000,0.000000,0.711000,0.000000,5000,3555,0.711000,3555,1445,3832,1168,3526,0.991842,0.920146,306,29,1139,335,0.079854,0.024829
102,0.224444,32.664000,2.142215,37.900000,1.895369,0.000000,0.000000,0.695000,0.000000,5000,3475,0.695000,3475,1525,3766,1234,3436,0.988777,0.912374,330,39,1195,369,0.087626,0.031605
103,0.136924,32.194000,2.152744,37.740000,1.865571,0.000000,0.000000,0.700200,0.000000,5000,3501,0.700200,3501,1499,4246,754,3484,0.995144,0.820537,762,17,737,779,0.179463,0.022546
104,0.136206,29.492000,2.187919,35.500000,1.855837,0.000000,0.000000,0.602800,0.000000,5000,3014,0.602800,3014,1986,3782,1218,2981,0.989051,0.788207,801,33,1185,834,0.211793,0.027094
105,0.193990,30.512000,2.213904,38.490000,1.842535,0.000000,0.000000,0.662800,0.000000,5000,3314,0.662800,3314,1686,3994,1006,3257,0.982800,0.815473,737,57,949,794,0.184527,0.056660
106,0.264735,39.132000,1.975650,43.760000,1.714978,0.000000,0.000000,0.764800,0.000000,5000,3824,0.764800,3824,1176,3908,1092,3774,0.986925,0.965711,134,50,1042,184,0.034289,0.045788
107,0.169306,34.904000,2.260220,43.970000,1.850557,0.000000,0.000000,0.786200,0.000000,5000,3931,0.786200,3931,1069,4028,972,3914,0.995675,0.971698,114,17,955,131,0.028302,0.017490
108,0.151128,35.326000,2.119571,42.730000,1.755752,0.000000,0.000000,0.648800,0.000000,5000,3244,0.648800,3244,1756,3866,1134,3213,0.990444,0.831092,653,31,1103,684,0.168908,0.027337
109,0.126996,37.656000,2.044940,47.190000,1.656351,0.000000,0.000000,0.591600,0.000000,5000,2958,0.591600,2958,2042,3866,1134,2933,0.991548,0.758665,933,25,1109,958,0.241335,0.022046
110,0.191648,41.252000,2.017141,47.570000,1.674158,0.000000,0.000000,0.767000,0.000000,5000,3835,0.767000,3835,1165,4168,832,3813,0.994263,0.914827,355,22,810,377,0.085173,0.026442
