epoch,train_loss,global_test_acc,global_test_loss,aux_apa,aux_loss,core_clean_ratio,recover_ratio,train_ratio,recovery_trigger,core_count,total_count,recover_count,train_count,actual_core_precision,actual_recover_precision,actual_train_precision,actual_train_clean_count
20,0.980135,34.070000,1.888680,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.827200,0.000000,0.827200,4136
21,1.037781,37.390000,1.869045,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.817200,0.000000,0.817200,4086
22,1.022867,33.000000,1.949231,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.802800,0.000000,0.802800,4014
23,1.039430,31.910000,1.911055,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.800400,0.000000,0.800400,4002
24,1.029192,29.320000,1.904278,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.802800,0.000000,0.802800,4014
25,0.922332,35.590000,1.861260,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.836400,0.000000,0.836400,4182
26,1.054210,32.880000,1.878122,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.820800,0.000000,0.820800,4104
27,0.966443,35.820000,1.837131,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.832400,0.000000,0.832400,4162
28,1.048371,35.000000,1.873803,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.796800,0.000000,0.796800,3984
29,0.975295,36.160000,1.846433,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.826400,0.000000,0.826400,4132
30,0.874551,29.870000,1.895919,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.850400,0.000000,0.850400,4252
31,1.021648,35.260000,1.846494,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.814800,0.000000,0.814800,4074
32,1.163579,37.680000,1.823565,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.778800,0.000000,0.778800,3894
33,1.182299,34.350000,1.893596,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.779600,0.000000,0.779600,3898
34,0.843950,37.480000,1.850355,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.849600,0.000000,0.849600,4248
35,1.081060,34.270000,1.864629,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.790800,0.000000,0.790800,3954
36,0.896581,26.450000,1.906764,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.842800,0.000000,0.842800,4214
37,0.988429,33.900000,1.823415,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.819600,0.000000,0.819600,4098
38,1.292766,37.380000,1.856919,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.714800,0.000000,0.714800,3574
39,1.048585,33.430000,1.876247,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.817200,0.000000,0.817200,4086
40,0.970754,35.100000,1.844583,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.819600,0.000000,0.819600,4098
41,1.006391,31.750000,1.865882,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.803600,0.000000,0.803600,4018
42,0.998900,41.450000,1.808078,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.811200,0.000000,0.811200,4056
43,0.979773,35.630000,1.836567,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.815200,0.000000,0.815200,4076
44,1.062440,36.630000,1.810443,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.797600,0.000000,0.797600,3988
45,0.960752,34.250000,1.837136,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.820400,0.000000,0.820400,4102
46,1.008795,32.290000,1.915374,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.787200,0.000000,0.787200,3936
47,0.895500,34.470000,1.878796,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.839600,0.000000,0.839600,4198
48,1.032796,34.530000,1.830921,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.775600,0.000000,0.775600,3878
49,1.233809,31.900000,1.896490,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.745200,0.000000,0.745200,3726
50,1.015610,31.610000,1.895443,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.791200,0.000000,0.791200,3956
51,1.165118,34.090000,1.904166,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.761200,0.000000,0.761200,3806
52,0.934481,33.610000,1.888457,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.813600,0.000000,0.813600,4068
53,0.985374,34.330000,1.871728,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.795200,0.000000,0.795200,3976
54,1.102758,28.550000,1.941558,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.755600,0.000000,0.755600,3778
55,0.785111,33.950000,1.811491,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.853600,0.000000,0.853600,4268
56,0.955482,34.590000,1.831356,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.812000,0.000000,0.812000,4060
57,0.910421,38.330000,1.808564,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.827600,0.000000,0.827600,4138
58,1.019072,35.320000,1.832964,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.804800,0.000000,0.804800,4024
59,0.819152,32.280000,1.859854,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.862000,0.000000,0.862000,4310
60,1.051157,36.950000,1.839778,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.792000,0.000000,0.792000,3960
61,0.855480,35.360000,1.820010,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.840000,0.000000,0.840000,4200
62,1.025399,40.570000,1.807378,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.788400,0.000000,0.788400,3942
63,0.978020,40.080000,1.775336,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.814000,0.000000,0.814000,4070
64,0.820196,35.650000,1.811020,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.846400,0.000000,0.846400,4232
65,1.108966,34.470000,1.874108,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.769200,0.000000,0.769200,3846
66,1.115867,38.100000,1.814005,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.764800,0.000000,0.764800,3824
67,0.963907,38.810000,1.804300,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.800400,0.000000,0.800400,4002
68,0.883781,37.780000,1.811332,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.833200,0.000000,0.833200,4166
69,1.113027,33.500000,1.860967,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.770000,0.000000,0.770000,3850
70,0.905604,42.600000,1.745165,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.820800,0.000000,0.820800,4104
71,1.064219,28.270000,1.905132,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.782400,0.000000,0.782400,3912
72,1.121699,33.850000,1.860253,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.761200,0.000000,0.761200,3806
73,0.961476,40.470000,1.795838,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.800000,0.000000,0.800000,4000
74,0.938657,35.390000,1.850723,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.798000,0.000000,0.798000,3990
75,0.801552,41.390000,1.735621,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.859600,0.000000,0.859600,4298
76,1.176165,40.710000,1.798008,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.754400,0.000000,0.754400,3772
77,0.774505,36.640000,1.840573,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.859200,0.000000,0.859200,4296
78,1.190192,36.330000,1.818544,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.738000,0.000000,0.738000,3690
79,0.820540,39.640000,1.774455,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.833600,0.000000,0.833600,4168
80,1.338553,35.640000,1.847244,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.682400,0.000000,0.682400,3412
81,1.104435,37.090000,1.844898,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.757600,0.000000,0.757600,3788
82,0.897101,35.890000,1.817981,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.836400,0.000000,0.836400,4182
83,1.133674,37.870000,1.839942,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.755200,0.000000,0.755200,3776
84,0.902970,29.970000,1.941303,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.819200,0.000000,0.819200,4096
85,0.909600,40.060000,1.782591,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.802400,0.000000,0.802400,4012
86,1.128861,36.890000,1.825771,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.745600,0.000000,0.745600,3728
87,0.921572,33.430000,1.869210,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.820400,0.000000,0.820400,4102
88,0.894939,36.340000,1.799760,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.809600,0.000000,0.809600,4048
89,1.053882,36.790000,1.834932,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.784000,0.000000,0.784000,3920
90,0.751103,37.060000,1.829883,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.854800,0.000000,0.854800,4274
91,0.961942,37.490000,1.848628,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.778400,0.000000,0.778400,3892
92,0.999444,33.340000,1.883115,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.781200,0.000000,0.781200,3906
93,0.758625,35.050000,1.811872,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.864800,0.000000,0.864800,4324
94,1.077147,38.750000,1.783722,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.769200,0.000000,0.769200,3846
95,0.553209,36.240000,1.783442,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.906000,0.000000,0.906000,4530
96,0.689549,37.410000,1.823604,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.888800,0.000000,0.888800,4444
97,1.236526,38.040000,1.822491,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.710800,0.000000,0.710800,3554
98,0.849560,35.140000,1.816422,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.842400,0.000000,0.842400,4212
99,0.704429,36.730000,1.790448,0.000000,0.000000,1.000000,0.000000,1.000000,0,5000,5000,0,5000,0.864800,0.000000,0.864800,4324
100,0.252327,42.270000,1.700247,0.000000,0.000000,0.725600,0.050200,0.775800,1,3628,5000,251,3879,0.984266,0.878647,0.978053,3800
101,0.152461,38.820000,1.747400,0.000000,0.000000,0.668200,0.000000,0.668200,0,3341,5000,0,3341,0.990619,0.000000,0.990619,3316
102,0.181489,41.330000,1.731082,0.000000,0.000000,0.618400,0.000000,0.618400,0,3092,5000,0,3092,0.984538,0.000000,0.984538,3047
103,0.181387,35.890000,1.839111,0.000000,0.000000,0.701600,0.000000,0.701600,0,3508,5000,0,3508,0.989618,0.000000,0.989618,3475
104,0.126011,38.590000,1.831029,0.000000,0.000000,0.724400,0.000000,0.724400,0,3622,5000,0,3622,0.989953,0.000000,0.989953,3595
105,0.330336,41.740000,1.611225,0.000000,0.000000,0.644400,0.066200,0.710600,1,3222,5000,331,3553,0.973584,0.835675,0.975511,3474
106,0.127693,38.190000,1.775167,0.000000,0.000000,0.601200,0.000000,0.601200,0,3006,5000,0,3006,0.977505,0.000000,0.977505,2957
107,0.202661,43.160000,1.645561,0.000000,0.000000,0.684400,0.000000,0.684400,0,3422,5000,0,3422,0.990010,0.000000,0.990010,3388
108,0.140255,33.910000,1.888053,0.000000,0.000000,0.557200,0.000000,0.557200,0,2786,5000,0,2786,0.984865,0.000000,0.984865,2751
109,0.290895,38.330000,1.682256,0.000000,0.000000,0.677200,0.000000,0.677200,0,3386,5000,0,3386,0.969681,0.000000,0.969681,3291
110,0.199821,42.920000,1.641970,0.000000,0.000000,0.705000,0.051000,0.756000,1,3525,5000,255,3780,0.991919,0.947959,0.990127,3745
111,0.171309,43.290000,1.619519,0.000000,0.000000,0.702400,0.000000,0.702400,0,3512,5000,0,3512,0.986968,0.000000,0.986968,3470
112,0.223436,48.570000,1.543525,0.000000,0.000000,0.675800,0.000000,0.675800,0,3379,5000,0,3379,0.980197,0.000000,0.980197,3311
113,0.193417,47.300000,1.458140,0.000000,0.000000,0.713600,0.000000,0.713600,0,3568,5000,0,3568,0.987709,0.000000,0.987709,3527
114,0.159481,49.210000,1.401700,0.000000,0.000000,0.726400,0.000000,0.726400,0,3632,5000,0,3632,0.990896,0.000000,0.990896,3602
115,0.177279,44.500000,1.513160,0.000000,0.000000,0.737400,0.027800,0.765200,1,3687,5000,139,3826,0.994052,0.933343,0.991342,3796
116,0.191395,48.520000,1.447162,0.000000,0.000000,0.756400,0.000000,0.756400,0,3782,5000,0,3782,0.986728,0.000000,0.986728,3736
117,0.212712,41.420000,1.674107,0.000000,0.000000,0.763000,0.000000,0.763000,0,3815,5000,0,3815,0.991898,0.000000,0.991898,3785
118,0.167047,45.500000,1.592096,0.000000,0.000000,0.749800,0.000000,0.749800,0,3749,5000,0,3749,0.991787,0.000000,0.991787,3724
119,0.282340,52.270000,1.414886,0.000000,0.000000,0.715600,0.000000,0.715600,0,3578,5000,0,3578,0.979754,0.000000,0.979754,3511
120,0.226144,49.420000,1.390429,0.000000,0.000000,0.758200,0.038400,0.796600,1,3791,5000,192,3983,0.987591,0.938167,0.985649,3928
121,0.132101,49.090000,1.369709,0.000000,0.000000,0.682800,0.000000,0.682800,0,3414,5000,0,3414,0.990930,0.000000,0.990930,3386
122,0.179691,50.360000,1.375631,0.000000,0.000000,0.749800,0.000000,0.749800,0,3749,5000,0,3749,0.989514,0.000000,0.989514,3714
123,0.233626,49.900000,1.380695,0.000000,0.000000,0.748800,0.000000,0.748800,0,3744,5000,0,3744,0.983540,0.000000,0.983540,3687
124,0.215682,52.600000,1.380508,0.000000,0.000000,0.740000,0.000000,0.740000,0,3700,5000,0,3700,0.987212,0.000000,0.987212,3657
125,0.221182,49.560000,1.398622,0.000000,0.000000,0.748400,0.031400,0.779800,1,3742,5000,157,3899,0.988121,0.913477,0.985700,3846
126,0.238102,47.570000,1.488184,0.000000,0.000000,0.754000,0.000000,0.754000,0,3770,5000,0,3770,0.994603,0.000000,0.994603,3749
127,0.231553,58.130000,1.195452,0.000000,0.000000,0.749600,0.000000,0.749600,0,3748,5000,0,3748,0.983801,0.000000,0.983801,3691
128,0.156354,49.480000,1.412319,0.000000,0.000000,0.761400,0.000000,0.761400,0,3807,5000,0,3807,0.991169,0.000000,0.991169,3777
129,0.137210,46.950000,1.519089,0.000000,0.000000,0.772200,0.000000,0.772200,0,3861,5000,0,3861,0.995338,0.000000,0.995338,3844
130,0.276239,54.710000,1.261189,0.000000,0.000000,0.704000,0.050800,0.754800,1,3520,5000,254,3774,0.979472,0.876104,0.971738,3673
131,0.180849,48.180000,1.421358,0.000000,0.000000,0.752400,0.000000,0.752400,0,3762,5000,0,3762,0.986726,0.000000,0.986726,3718
132,0.157256,53.400000,1.300103,0.000000,0.000000,0.714200,0.000000,0.714200,0,3571,5000,0,3571,0.992344,0.000000,0.992344,3546
133,0.140921,51.700000,1.356098,0.000000,0.000000,0.787000,0.000000,0.787000,0,3935,5000,0,3935,0.993163,0.000000,0.993163,3910
134,0.161924,51.610000,1.293684,0.000000,0.000000,0.744400,0.000000,0.744400,0,3722,5000,0,3722,0.990711,0.000000,0.990711,3691
135,0.203037,51.990000,1.331625,0.000000,0.000000,0.758000,0.029000,0.787000,1,3790,5000,145,3935,0.990261,0.933299,0.987761,3890
136,0.183720,46.080000,1.495560,0.000000,0.000000,0.724200,0.000000,0.724200,0,3621,5000,0,3621,0.984126,0.000000,0.984126,3569
137,0.163113,50.940000,1.456822,0.000000,0.000000,0.750600,0.000000,0.750600,0,3753,5000,0,3753,0.989970,0.000000,0.989970,3717
138,0.189351,52.750000,1.307905,0.000000,0.000000,0.756800,0.000000,0.756800,0,3784,5000,0,3784,0.991316,0.000000,0.991316,3753
139,0.131828,60.760000,1.120508,0.000000,0.000000,0.812000,0.000000,0.812000,0,4060,5000,0,4060,0.996753,0.000000,0.996753,4047
140,0.276877,52.600000,1.321379,0.000000,0.000000,0.749800,0.035200,0.785000,1,3749,5000,176,3925,0.988168,0.904659,0.983808,3865
141,0.144077,53.470000,1.294596,0.000000,0.000000,0.723800,0.000000,0.723800,0,3619,5000,0,3619,0.990349,0.000000,0.990349,3589
142,0.145583,47.860000,1.449717,0.000000,0.000000,0.763400,0.000000,0.763400,0,3817,5000,0,3817,0.993561,0.000000,0.993561,3794
143,0.151985,53.720000,1.272631,0.000000,0.000000,0.728600,0.000000,0.728600,0,3643,5000,0,3643,0.991028,0.000000,0.991028,3613
144,0.128411,57.670000,1.188727,0.000000,0.000000,0.781400,0.000000,0.781400,0,3907,5000,0,3907,0.995498,0.000000,0.995498,3890
145,0.201515,52.680000,1.284285,0.000000,0.000000,0.745000,0.029600,0.774600,1,3725,5000,148,3873,0.992697,0.897150,0.988971,3834
146,0.108151,57.590000,1.206164,0.000000,0.000000,0.760600,0.000000,0.760600,0,3803,5000,0,3803,0.992226,0.000000,0.992226,3776
147,0.157143,49.310000,1.379107,0.000000,0.000000,0.736000,0.000000,0.736000,0,3680,5000,0,3680,0.989994,0.000000,0.989994,3644
148,0.177038,47.920000,1.423594,0.000000,0.000000,0.720000,0.000000,0.720000,0,3600,5000,0,3600,0.987309,0.000000,0.987309,3558
149,0.148376,57.700000,1.185922,0.000000,0.000000,0.751600,0.000000,0.751600,0,3758,5000,0,3758,0.991044,0.000000,0.991044,3726
150,0.135895,51.190000,1.383810,0.000000,0.000000,0.784000,0.035200,0.819200,1,3920,5000,176,4096,0.994385,0.965708,0.993287,4071
151,0.139932,51.040000,1.421529,0.000000,0.000000,0.754800,0.000000,0.754800,0,3774,5000,0,3774,0.993933,0.000000,0.993933,3752
152,0.267794,59.740000,1.158115,0.000000,0.000000,0.690800,0.000000,0.690800,0,3454,5000,0,3454,0.975947,0.000000,0.975947,3376
153,0.176276,57.020000,1.249280,0.000000,0.000000,0.760800,0.000000,0.760800,0,3804,5000,0,3804,0.992901,0.000000,0.992901,3778
154,0.143346,49.250000,1.433993,0.000000,0.000000,0.711400,0.000000,0.711400,0,3557,5000,0,3557,0.989304,0.000000,0.989304,3521
155,0.101846,52.930000,1.364308,0.000000,0.000000,0.766600,0.030400,0.797000,1,3833,5000,152,3985,0.996822,0.928623,0.995036,3967
156,0.127734,52.420000,1.454097,0.000000,0.000000,0.728800,0.000000,0.728800,0,3644,5000,0,3644,0.988664,0.000000,0.988664,3608
157,0.171358,53.750000,1.277823,0.000000,0.000000,0.738800,0.000000,0.738800,0,3694,5000,0,3694,0.986536,0.000000,0.986536,3648
158,0.139441,57.120000,1.210475,0.000000,0.000000,0.746600,0.000000,0.746600,0,3733,5000,0,3733,0.991366,0.000000,0.991366,3705
159,0.190950,51.560000,1.325931,0.000000,0.000000,0.748800,0.000000,0.748800,0,3744,5000,0,3744,0.990135,0.000000,0.990135,3708
160,0.238609,51.890000,1.308824,0.000000,0.000000,0.752800,0.031000,0.783800,1,3764,5000,155,3919,0.983633,0.902970,0.979167,3839
161,0.201160,57.200000,1.193380,0.000000,0.000000,0.726000,0.000000,0.726000,0,3630,5000,0,3630,0.986924,0.000000,0.986924,3588
162,0.180142,52.890000,1.317297,0.000000,0.000000,0.734400,0.000000,0.734400,0,3672,5000,0,3672,0.990275,0.000000,0.990275,3637
163,0.156796,47.430000,1.520830,0.000000,0.000000,0.709200,0.000000,0.709200,0,3546,5000,0,3546,0.988308,0.000000,0.988308,3510
164,0.130834,49.450000,1.454129,0.000000,0.000000,0.712600,0.000000,0.712600,0,3563,5000,0,3563,0.987091,0.000000,0.987091,3521
165,0.255926,55.810000,1.252813,0.000000,0.000000,0.737600,0.040200,0.777800,1,3688,5000,201,3889,0.983871,0.942430,0.980914,3820
166,0.142879,53.620000,1.302594,0.000000,0.000000,0.753200,0.000000,0.753200,0,3766,5000,0,3766,0.991841,0.000000,0.991841,3738
167,0.122573,52.370000,1.343136,0.000000,0.000000,0.740600,0.000000,0.740600,0,3703,5000,0,3703,0.993796,0.000000,0.993796,3682
168,0.102552,53.770000,1.369129,0.000000,0.000000,0.788000,0.000000,0.788000,0,3940,5000,0,3940,0.996192,0.000000,0.996192,3926
169,0.166993,57.310000,1.211660,0.000000,0.000000,0.734400,0.000000,0.734400,0,3672,5000,0,3672,0.985896,0.000000,0.985896,3625
170,0.171000,52.110000,1.317705,0.000000,0.000000,0.778800,0.029000,0.807800,1,3894,5000,145,4039,0.991973,0.936166,0.989518,4002
171,0.109467,53.110000,1.300152,0.000000,0.000000,0.813200,0.000000,0.813200,0,4066,5000,0,4066,0.995444,0.000000,0.995444,4049
172,0.148976,47.170000,1.550128,0.000000,0.000000,0.745600,0.000000,0.745600,0,3728,5000,0,3728,0.991280,0.000000,0.991280,3698
173,0.148522,58.630000,1.152992,0.000000,0.000000,0.745400,0.000000,0.745400,0,3727,5000,0,3727,0.988736,0.000000,0.988736,3687
174,0.180464,56.070000,1.253966,0.000000,0.000000,0.755400,0.000000,0.755400,0,3777,5000,0,3777,0.985118,0.000000,0.985118,3727
175,0.145287,56.840000,1.285704,0.000000,0.000000,0.760200,0.044400,0.804600,1,3801,5000,222,4023,0.995005,0.925015,0.991826,3992
176,0.131048,50.890000,1.426009,0.000000,0.000000,0.735800,0.000000,0.735800,0,3679,5000,0,3679,0.990875,0.000000,0.990875,3647
177,0.185871,61.800000,1.104385,0.000000,0.000000,0.738800,0.000000,0.738800,0,3694,5000,0,3694,0.988853,0.000000,0.988853,3656
178,0.110761,54.020000,1.320683,0.000000,0.000000,0.760200,0.000000,0.760200,0,3801,5000,0,3801,0.991938,0.000000,0.991938,3772
179,0.145550,55.730000,1.303850,0.000000,0.000000,0.745400,0.000000,0.745400,0,3727,5000,0,3727,0.989827,0.000000,0.989827,3691
180,0.183281,56.670000,1.196839,0.000000,0.000000,0.721800,0.043600,0.765400,1,3609,5000,218,3827,0.987821,0.967857,0.985960,3780
181,0.133420,53.560000,1.341281,0.000000,0.000000,0.816000,0.000000,0.816000,0,4080,5000,0,4080,0.995491,0.000000,0.995491,4062
182,0.137155,55.780000,1.221722,0.000000,0.000000,0.792600,0.000000,0.792600,0,3963,5000,0,3963,0.990971,0.000000,0.990971,3933
183,0.126810,54.140000,1.284718,0.000000,0.000000,0.741400,0.000000,0.741400,0,3707,5000,0,3707,0.991924,0.000000,0.991924,3679
184,0.156985,58.820000,1.164356,0.000000,0.000000,0.737000,0.000000,0.737000,0,3685,5000,0,3685,0.990407,0.000000,0.990407,3653
185,0.179574,59.760000,1.135558,0.000000,0.000000,0.729400,0.029800,0.759200,1,3647,5000,149,3796,0.984357,0.929501,0.982922,3733
186,0.094645,62.240000,1.085417,0.000000,0.000000,0.697400,0.000000,0.697400,0,3487,5000,0,3487,0.989773,0.000000,0.989773,3452
187,0.106126,57.870000,1.204683,0.000000,0.000000,0.824000,0.000000,0.824000,0,4120,5000,0,4120,0.997480,0.000000,0.997480,4110
