epoch,train_loss,personal_apa,personal_loss,selected_clients,avg_unique_labels_per_client
83,1.281696,66.080000,1.103835,10,4.130000
84,1.307902,65.780000,1.099590,10,4.130000
85,1.306196,66.590000,1.103360,10,4.130000
86,1.190056,65.800000,1.110045,10,4.130000
87,1.468211,65.370000,1.117377,10,4.130000
88,1.375216,64.700000,1.126122,10,4.130000
89,1.275215,64.740000,1.123637,10,4.130000
90,1.148115,64.290000,1.131017,10,4.130000
91,1.096684,65.460000,1.101816,10,4.130000
92,1.271023,65.180000,1.117896,10,4.130000
93,1.260992,65.340000,1.110746,10,4.130000
94,1.312442,64.640000,1.117925,10,4.130000
95,1.289313,63.860000,1.134802,10,4.130000
96,1.285677,64.470000,1.130568,10,4.130000
97,1.338636,64.670000,1.128869,10,4.130000
98,1.472315,63.270000,1.141960,10,4.130000
99,1.270991,63.940000,1.124418,10,4.130000
100,1.362687,63.580000,1.137468,10,4.130000
101,1.150373,64.440000,1.127321,10,4.130000
102,1.481175,63.620000,1.139248,10,4.130000
103,1.315962,63.280000,1.143494,10,4.130000
104,1.014663,63.780000,1.127829,10,4.130000
105,1.338751,64.060000,1.130763,10,4.130000
106,1.105799,63.880000,1.129743,10,4.130000
107,0.940759,64.660000,1.126963,10,4.130000
108,1.324068,63.200000,1.139887,10,4.130000
109,1.273004,63.110000,1.142229,10,4.130000
110,1.445813,62.270000,1.167423,10,4.130000
111,1.278479,62.780000,1.148662,10,4.130000
112,1.386519,62.070000,1.157079,10,4.130000
113,1.324364,62.400000,1.154565,10,4.130000
114,1.134050,62.420000,1.150229,10,4.130000
115,1.187933,62.580000,1.150862,10,4.130000
116,1.194519,62.290000,1.150946,10,4.130000
117,1.090551,61.950000,1.143582,10,4.130000
118,1.273096,62.430000,1.152820,10,4.130000
119,1.180914,62.620000,1.151904,10,4.130000
120,1.322710,62.070000,1.163028,10,4.130000
121,1.237825,62.190000,1.155355,10,4.130000
122,1.089493,62.080000,1.155058,10,4.130000
123,1.051651,62.130000,1.149491,10,4.130000
124,0.906178,62.820000,1.149179,10,4.130000
125,1.062250,62.090000,1.161181,10,4.130000
126,1.280691,61.670000,1.164137,10,4.130000
127,1.105108,61.160000,1.164741,10,4.130000
128,1.126273,61.500000,1.160969,10,4.130000
129,1.055979,62.080000,1.154846,10,4.130000
130,1.320939,61.120000,1.181080,10,4.130000
131,0.984389,60.630000,1.181999,10,4.130000
132,1.048426,61.210000,1.165851,10,4.130000
133,1.102513,61.000000,1.170522,10,4.130000
134,1.094334,60.990000,1.173314,10,4.130000
135,1.060477,60.490000,1.179430,10,4.130000
136,1.099988,61.480000,1.167158,10,4.130000
137,1.128582,61.450000,1.166829,10,4.130000
138,1.285450,60.880000,1.181086,10,4.130000
139,1.192352,60.660000,1.181317,10,4.130000
140,1.022847,60.920000,1.180569,10,4.130000
141,1.111737,60.780000,1.180123,10,4.130000
142,1.025197,60.770000,1.176841,10,4.130000
143,1.218264,61.090000,1.180441,10,4.130000
144,1.057615,60.550000,1.182792,10,4.130000
145,1.041243,61.300000,1.169583,10,4.130000
146,1.205769,60.790000,1.180412,10,4.130000
147,1.107499,60.660000,1.183983,10,4.130000
148,1.207532,60.000000,1.187638,10,4.130000
149,1.289609,60.310000,1.189259,10,4.130000
