epoch,train_loss,global_test_acc,global_test_loss,correction_apa,correction_loss,core_ratio,recover_clean_ratio,corrected_ratio,net1_train_ratio,correction_trigger,core_count,recover_clean_count,corrected_count,net1_return_count,net1_train_count,net2_train_count,total_count,actual_net1_label_correct_count,actual_round_clean_count,selected_original_clean_count,missed_clean_count,false_train_label_count,correction_correct_count,correction_false_count,persistent_update_count,correction_acc,agg_weight_sum,actual_net1_label_correct_ratio,orig_clean_recall
245,0.435756,50.590000,1.351981,0.000000,0.000000,0.694400,0.000040,0.001520,0.694440,1,17360,1,38,1,17361,17399,25000,14936,15636,14936,700,2425,34,4,38,0.894737,25000.000000,0.860319,0.955232
246,0.469817,50.540000,1.358870,0.000000,0.000000,0.712360,0.000000,0.000000,0.712360,0,17809,0,0,0,17809,17809,25000,15276,15908,15276,632,2533,0,0,0,0.000000,25000.000000,0.857769,0.960272
247,0.386833,50.660000,1.380915,0.000000,0.000000,0.674760,0.000000,0.000000,0.674760,0,16869,0,0,0,16869,16869,25000,14834,15536,14834,702,2035,0,0,0,0.000000,25000.000000,0.879365,0.954815
248,0.385385,50.000000,1.375318,0.000000,0.000000,0.686720,0.000000,0.000000,0.686720,0,17168,0,0,0,17168,17168,25000,15186,15867,15186,681,1982,0,0,0,0.000000,25000.000000,0.884553,0.957081
249,0.487326,48.770000,1.378815,0.000000,0.000000,0.691440,0.000000,0.000000,0.691440,0,17286,0,0,0,17286,17286,25000,14658,15277,14658,619,2628,0,0,0,0.000000,25000.000000,0.847969,0.959482
250,0.370328,51.330000,1.344759,0.000000,0.000000,0.701200,0.000080,0.002120,0.701280,1,17530,2,53,2,17532,17585,25000,15633,16384,15633,751,1899,48,5,53,0.905660,25000.000000,0.891684,0.954163
251,0.482491,50.640000,1.330530,0.000000,0.000000,0.686080,0.000000,0.000000,0.686080,0,17152,0,0,0,17152,17152,25000,14627,15194,14627,567,2525,0,0,0,0.000000,25000.000000,0.852787,0.962683
252,0.373075,51.530000,1.336377,0.000000,0.000000,0.676200,0.000000,0.000000,0.676200,0,16905,0,0,0,16905,16905,25000,15214,15841,15214,627,1691,0,0,0,0.000000,25000.000000,0.899970,0.960419
253,0.370583,51.760000,1.324644,0.000000,0.000000,0.695480,0.000000,0.000000,0.695480,0,17387,0,0,0,17387,17387,25000,15377,16001,15377,624,2010,0,0,0,0.000000,25000.000000,0.884396,0.961002
254,0.469714,50.440000,1.333580,0.000000,0.000000,0.711160,0.000000,0.000000,0.711160,0,17779,0,0,0,17779,17779,25000,15284,15926,15284,642,2495,0,0,0,0.000000,25000.000000,0.859666,0.959689
255,0.414038,50.590000,1.358397,0.000000,0.000000,0.700360,0.000200,0.001800,0.700560,1,17509,5,45,5,17514,17559,25000,15230,15917,15230,687,2284,42,3,45,0.933333,25000.000000,0.869590,0.956839
256,0.408679,50.410000,1.350545,0.000000,0.000000,0.686520,0.000000,0.000000,0.686520,0,17163,0,0,0,17163,17163,25000,14953,15589,14953,636,2210,0,0,0,0.000000,25000.000000,0.871235,0.959202
257,0.372565,50.960000,1.361487,0.000000,0.000000,0.692200,0.000000,0.000000,0.692200,0,17305,0,0,0,17305,17305,25000,15285,15852,15285,567,2020,0,0,0,0.000000,25000.000000,0.883271,0.964232
258,0.420862,50.650000,1.348400,0.000000,0.000000,0.685600,0.000000,0.000000,0.685600,0,17140,0,0,0,17140,17140,25000,14794,15404,14794,610,2346,0,0,0,0.000000,25000.000000,0.863127,0.960400
259,0.506548,51.180000,1.319025,0.000000,0.000000,0.704280,0.000000,0.000000,0.704280,0,17607,0,0,0,17607,17607,25000,14725,15319,14725,594,2882,0,0,0,0.000000,25000.000000,0.836315,0.961225
260,0.435095,50.420000,1.338516,0.000000,0.000000,0.691040,0.000000,0.002240,0.691040,1,17276,0,56,0,17276,17332,25000,14741,15399,14741,658,2535,52,4,56,0.928571,25000.000000,0.853265,0.957270
261,0.459462,51.260000,1.329434,0.000000,0.000000,0.687080,0.000000,0.000000,0.687080,0,17177,0,0,0,17177,17177,25000,14730,15339,14730,609,2447,0,0,0,0.000000,25000.000000,0.857542,0.960297
262,0.420455,51.000000,1.326712,0.000000,0.000000,0.725280,0.000000,0.000000,0.725280,0,18132,0,0,0,18132,18132,25000,15839,16502,15839,663,2293,0,0,0,0.000000,25000.000000,0.873538,0.959823
263,0.360583,51.060000,1.345743,0.000000,0.000000,0.696040,0.000000,0.000000,0.696040,0,17401,0,0,0,17401,17401,25000,15466,16133,15466,667,1935,0,0,0,0.000000,25000.000000,0.888799,0.958656
264,0.416754,51.110000,1.338877,0.000000,0.000000,0.694000,0.000000,0.000000,0.694000,0,17350,0,0,0,17350,17350,25000,15017,15550,15017,533,2333,0,0,0,0.000000,25000.000000,0.865533,0.965723
265,0.396095,50.900000,1.331772,0.000000,0.000000,0.688720,0.000080,0.001240,0.688800,1,17218,2,31,2,17220,17251,25000,15142,15801,15142,659,2078,28,3,31,0.903226,25000.000000,0.879326,0.958294
266,0.424403,52.290000,1.309806,0.000000,0.000000,0.716360,0.000000,0.000000,0.716360,0,17909,0,0,0,17909,17909,25000,15639,16295,15639,656,2270,0,0,0,0.000000,25000.000000,0.873248,0.959742
267,0.391556,52.080000,1.314671,0.000000,0.000000,0.700360,0.000000,0.000000,0.700360,0,17509,0,0,0,17509,17509,25000,15373,15936,15373,563,2136,0,0,0,0.000000,25000.000000,0.878006,0.964671
268,0.459319,51.620000,1.329721,0.000000,0.000000,0.699840,0.000000,0.000000,0.699840,0,17496,0,0,0,17496,17496,25000,14833,15471,14833,638,2663,0,0,0,0.000000,25000.000000,0.847794,0.958762
269,0.416109,49.790000,1.378954,0.000000,0.000000,0.688320,0.000000,0.000000,0.688320,0,17208,0,0,0,17208,17208,25000,14839,15452,14839,613,2369,0,0,0,0.000000,25000.000000,0.862331,0.960329
270,0.390620,50.160000,1.372487,0.000000,0.000000,0.703760,0.000080,0.002320,0.703840,1,17594,2,58,2,17596,17654,25000,15585,16327,15585,742,2011,54,4,58,0.931034,25000.000000,0.885713,0.954554
271,0.474122,50.170000,1.365090,0.000000,0.000000,0.681280,0.000000,0.000000,0.681280,0,17032,0,0,0,17032,17032,25000,14370,15009,14370,639,2662,0,0,0,0.000000,25000.000000,0.843706,0.957426
272,0.435809,51.310000,1.334398,0.000000,0.000000,0.683800,0.000000,0.000000,0.683800,0,17095,0,0,0,17095,17095,25000,14762,15432,14762,670,2333,0,0,0,0.000000,25000.000000,0.863527,0.956584
273,0.413974,51.790000,1.315957,0.000000,0.000000,0.688280,0.000000,0.000000,0.688280,0,17207,0,0,0,17207,17207,25000,14880,15444,14880,564,2327,0,0,0,0.000000,25000.000000,0.864764,0.963481
274,0.460303,50.970000,1.344075,0.000000,0.000000,0.716240,0.000000,0.000000,0.716240,0,17906,0,0,0,17906,17906,25000,15141,15718,15141,577,2765,0,0,0,0.000000,25000.000000,0.845582,0.963290
275,0.377161,51.030000,1.349160,0.000000,0.000000,0.697960,0.000120,0.002360,0.698080,1,17449,3,59,3,17452,17511,25000,15388,16085,15388,697,2064,56,3,59,0.949153,25000.000000,0.881733,0.956668
276,0.428615,51.180000,1.348633,0.000000,0.000000,0.704200,0.000000,0.000000,0.704200,0,17605,0,0,0,17605,17605,25000,15166,15734,15166,568,2439,0,0,0,0.000000,25000.000000,0.861460,0.963900
277,0.358125,51.260000,1.345033,0.000000,0.000000,0.711280,0.000000,0.000000,0.711280,0,17782,0,0,0,17782,17782,25000,15880,16533,15880,653,1902,0,0,0,0.000000,25000.000000,0.893038,0.960503
278,0.425573,51.500000,1.328144,0.000000,0.000000,0.717440,0.000000,0.000000,0.717440,0,17936,0,0,0,17936,17936,25000,15536,16087,15536,551,2400,0,0,0,0.000000,25000.000000,0.866191,0.965749
279,0.345545,51.320000,1.336790,0.000000,0.000000,0.693320,0.000000,0.000000,0.693320,0,17333,0,0,0,17333,17333,25000,15446,16075,15446,629,1887,0,0,0,0.000000,25000.000000,0.891133,0.960871
280,0.372438,50.860000,1.338391,0.000000,0.000000,0.713080,0.000080,0.002440,0.713160,1,17827,2,61,2,17829,17890,25000,15755,16443,15755,688,2074,55,6,61,0.901639,25000.000000,0.883673,0.958158
281,0.434871,50.740000,1.340263,0.000000,0.000000,0.702440,0.000000,0.000000,0.702440,0,17561,0,0,0,17561,17561,25000,14923,15517,14923,594,2638,0,0,0,0.000000,25000.000000,0.849781,0.961719
282,0.396370,51.200000,1.353499,0.000000,0.000000,0.692840,0.000000,0.000000,0.692840,0,17321,0,0,0,17321,17321,25000,15068,15767,15068,699,2253,0,0,0,0.000000,25000.000000,0.869927,0.955667
283,0.430118,51.300000,1.333532,0.000000,0.000000,0.696480,0.000000,0.000000,0.696480,0,17412,0,0,0,17412,17412,25000,14947,15588,14947,641,2465,0,0,0,0.000000,25000.000000,0.858431,0.958879
284,0.394044,50.870000,1.341233,0.000000,0.000000,0.711600,0.000000,0.000000,0.711600,0,17790,0,0,0,17790,17790,25000,15511,16163,15511,652,2279,0,0,0,0.000000,25000.000000,0.871894,0.959661
285,0.415368,51.160000,1.337904,0.000000,0.000000,0.709560,0.000000,0.001760,0.709560,1,17739,0,44,0,17739,17783,25000,15279,15902,15279,623,2460,31,13,44,0.704545,25000.000000,0.861323,0.960823
286,0.300295,51.550000,1.325012,0.000000,0.000000,0.698480,0.000000,0.000000,0.698480,0,17462,0,0,0,17462,17462,25000,15894,16583,15894,689,1568,0,0,0,0.000000,25000.000000,0.910205,0.958451
287,0.408414,51.500000,1.339763,0.000000,0.000000,0.690480,0.000000,0.000000,0.690480,0,17262,0,0,0,17262,17262,25000,14922,15524,14922,602,2340,0,0,0,0.000000,25000.000000,0.864442,0.961221
288,0.408752,51.340000,1.340895,0.000000,0.000000,0.698120,0.000000,0.000000,0.698120,0,17453,0,0,0,17453,17453,25000,15294,15955,15294,661,2159,0,0,0,0.000000,25000.000000,0.876296,0.958571
289,0.387674,50.400000,1.389349,0.000000,0.000000,0.713960,0.000000,0.000000,0.713960,0,17849,0,0,0,17849,17849,25000,15653,16268,15653,615,2196,0,0,0,0.000000,25000.000000,0.876968,0.962196
290,0.405390,50.600000,1.359613,0.000000,0.000000,0.687680,0.000080,0.002880,0.687760,1,17192,2,72,2,17194,17266,25000,14906,15511,14906,605,2288,67,5,72,0.930556,25000.000000,0.866930,0.960995
291,0.365086,50.610000,1.349107,0.000000,0.000000,0.705640,0.000000,0.000000,0.705640,0,17641,0,0,0,17641,17641,25000,15695,16357,15695,662,1946,0,0,0,0.000000,25000.000000,0.889689,0.959528
292,0.357424,50.680000,1.349447,0.000000,0.000000,0.697360,0.000000,0.000000,0.697360,0,17434,0,0,0,17434,17434,25000,15418,16116,15418,698,2016,0,0,0,0.000000,25000.000000,0.884364,0.956689
293,0.393765,51.990000,1.332219,0.000000,0.000000,0.712840,0.000000,0.000000,0.712840,0,17821,0,0,0,17821,17821,25000,15849,16479,15849,630,1972,0,0,0,0.000000,25000.000000,0.889344,0.961770
294,0.394312,50.850000,1.352869,0.000000,0.000000,0.691360,0.000000,0.000000,0.691360,0,17284,0,0,0,17284,17284,25000,15109,15729,15109,620,2175,0,0,0,0.000000,25000.000000,0.874161,0.960582
295,0.453433,51.710000,1.325240,0.000000,0.000000,0.711040,0.000040,0.002200,0.711080,1,17776,1,55,1,17777,17832,25000,15125,15780,15125,655,2652,49,6,55,0.890909,25000.000000,0.850818,0.958492
296,0.392645,50.570000,1.343092,0.000000,0.000000,0.720160,0.000000,0.000000,0.720160,0,18004,0,0,0,18004,18004,25000,15764,16330,15764,566,2240,0,0,0,0.000000,25000.000000,0.875583,0.965340
297,0.364985,50.950000,1.349772,0.000000,0.000000,0.693480,0.000000,0.000000,0.693480,0,17337,0,0,0,17337,17337,25000,15417,16181,15417,764,1920,0,0,0,0.000000,25000.000000,0.889254,0.952784
298,0.431236,51.380000,1.323043,0.000000,0.000000,0.715440,0.000000,0.000000,0.715440,0,17886,0,0,0,17886,17886,25000,15315,15877,15315,562,2571,0,0,0,0.000000,25000.000000,0.856256,0.964603
299,0.417307,50.820000,1.326432,0.000000,0.000000,0.712080,0.000000,0.000000,0.712080,0,17802,0,0,0,17802,17802,25000,15508,16071,15508,563,2294,0,0,0,0.000000,25000.000000,0.871138,0.964968
300,0.401823,51.040000,1.324324,0.000000,0.000000,0.684840,0.000000,0.001560,0.684840,1,17121,0,39,0,17121,17160,25000,14840,15503,14840,663,2281,35,4,39,0.897436,25000.000000,0.866772,0.957234
301,0.414415,50.520000,1.352135,0.000000,0.000000,0.705720,0.000000,0.000000,0.705720,0,17643,0,0,0,17643,17643,25000,15633,16243,15633,610,2010,0,0,0,0.000000,25000.000000,0.886074,0.962445
302,0.411469,52.080000,1.309661,0.000000,0.000000,0.696520,0.000000,0.000000,0.696520,0,17413,0,0,0,17413,17413,25000,15039,15684,15039,645,2374,0,0,0,0.000000,25000.000000,0.863665,0.958875
303,0.406412,51.700000,1.325937,0.000000,0.000000,0.696640,0.000000,0.000000,0.696640,0,17416,0,0,0,17416,17416,25000,15093,15684,15093,591,2323,0,0,0,0.000000,25000.000000,0.866617,0.962318
304,0.386382,51.270000,1.327137,0.000000,0.000000,0.694240,0.000000,0.000000,0.694240,0,17356,0,0,0,17356,17356,25000,14970,15575,14970,605,2386,0,0,0,0.000000,25000.000000,0.862526,0.961156
305,0.350717,51.960000,1.315436,0.000000,0.000000,0.721200,0.000080,0.001360,0.721280,1,18030,2,34,2,18032,18066,25000,16043,16665,16043,622,1989,34,0,34,1.000000,25000.000000,0.889696,0.962676
306,0.344227,50.980000,1.359631,0.000000,0.000000,0.709560,0.000000,0.000000,0.709560,0,17739,0,0,0,17739,17739,25000,15807,16485,15807,678,1932,0,0,0,0.000000,25000.000000,0.891087,0.958872
307,0.329917,52.050000,1.342234,0.000000,0.000000,0.708920,0.000000,0.000000,0.708920,0,17723,0,0,0,17723,17723,25000,15819,16551,15819,732,1904,0,0,0,0.000000,25000.000000,0.892569,0.955773
308,0.353900,51.460000,1.361147,0.000000,0.000000,0.702520,0.000000,0.000000,0.702520,0,17563,0,0,0,17563,17563,25000,15634,16283,15634,649,1929,0,0,0,0.000000,25000.000000,0.890167,0.960142
309,0.394196,51.740000,1.333396,0.000000,0.000000,0.712640,0.000000,0.000000,0.712640,0,17816,0,0,0,17816,17816,25000,15370,16008,15370,638,2446,0,0,0,0.000000,25000.000000,0.862708,0.960145
310,0.412988,51.690000,1.330942,0.000000,0.000000,0.701040,0.000240,0.002080,0.701280,1,17526,6,52,6,17532,17584,25000,15254,15848,15254,594,2278,44,8,52,0.846154,25000.000000,0.870066,0.962519
311,0.424315,50.700000,1.358793,0.000000,0.000000,0.690240,0.000000,0.000000,0.690240,0,17256,0,0,0,17256,17256,25000,14758,15334,14758,576,2498,0,0,0,0.000000,25000.000000,0.855239,0.962436
312,0.393187,51.620000,1.326841,0.000000,0.000000,0.704720,0.000000,0.000000,0.704720,0,17618,0,0,0,17618,17618,25000,15290,15913,15290,623,2328,0,0,0,0.000000,25000.000000,0.867862,0.960850
313,0.403421,51.320000,1.341944,0.000000,0.000000,0.699160,0.000000,0.000000,0.699160,0,17479,0,0,0,17479,17479,25000,15110,15660,15110,550,2369,0,0,0,0.000000,25000.000000,0.864466,0.964879
314,0.365216,50.670000,1.372243,0.000000,0.000000,0.695800,0.000000,0.000000,0.695800,0,17395,0,0,0,17395,17395,25000,15364,16006,15364,642,2031,0,0,0,0.000000,25000.000000,0.883242,0.959890
315,0.328645,51.910000,1.325801,0.000000,0.000000,0.703200,0.000280,0.002080,0.703480,1,17580,7,52,7,17587,17639,25000,15783,16475,15783,692,1804,45,7,52,0.865385,25000.000000,0.897424,0.957997
316,0.396445,51.130000,1.350196,0.000000,0.000000,0.706000,0.000000,0.000000,0.706000,0,17650,0,0,0,17650,17650,25000,15233,15914,15233,681,2417,0,0,0,0.000000,25000.000000,0.863059,0.957207
317,0.367328,50.620000,1.388356,0.000000,0.000000,0.705000,0.000000,0.000000,0.705000,0,17625,0,0,0,17625,17625,25000,15561,16129,15561,568,2064,0,0,0,0.000000,25000.000000,0.882894,0.964784
318,0.409922,51.360000,1.347652,0.000000,0.000000,0.717480,0.000000,0.000000,0.717480,0,17937,0,0,0,17937,17937,25000,15375,15925,15375,550,2562,0,0,0,0.000000,25000.000000,0.857167,0.965463
319,0.355407,51.550000,1.330245,0.000000,0.000000,0.698680,0.000000,0.000000,0.698680,0,17467,0,0,0,17467,17467,25000,15413,16002,15413,589,2054,0,0,0,0.000000,25000.000000,0.882407,0.963192
320,0.465622,51.500000,1.344711,0.000000,0.000000,0.682200,0.000280,0.001800,0.682480,1,17055,7,45,7,17062,17107,25000,14415,14961,14415,546,2647,42,3,45,0.933333,25000.000000,0.844860,0.963505
321,0.406299,51.490000,1.326929,0.000000,0.000000,0.723640,0.000000,0.000000,0.723640,0,18091,0,0,0,18091,18091,25000,15691,16276,15691,585,2400,0,0,0,0.000000,25000.000000,0.867337,0.964058
322,0.390733,51.730000,1.337138,0.000000,0.000000,0.691160,0.000000,0.000000,0.691160,0,17279,0,0,0,17279,17279,25000,15012,15647,15012,635,2267,0,0,0,0.000000,25000.000000,0.868800,0.959417
323,0.345078,50.830000,1.364939,0.000000,0.000000,0.723160,0.000000,0.000000,0.723160,0,18079,0,0,0,18079,18079,25000,16150,16798,16150,648,1929,0,0,0,0.000000,25000.000000,0.893302,0.961424
324,0.389931,51.310000,1.370290,0.000000,0.000000,0.675480,0.000000,0.000000,0.675480,0,16887,0,0,0,16887,16887,25000,14653,15273,14653,620,2234,0,0,0,0.000000,25000.000000,0.867709,0.959405
325,0.348870,51.110000,1.334767,0.000000,0.000000,0.696440,0.000040,0.001800,0.696480,1,17411,1,45,1,17412,17457,25000,15439,16111,15439,672,1973,38,7,45,0.844444,25000.000000,0.886687,0.958289
326,0.361943,51.490000,1.320319,0.000000,0.000000,0.699760,0.000000,0.000000,0.699760,0,17494,0,0,0,17494,17494,25000,15262,15908,15262,646,2232,0,0,0,0.000000,25000.000000,0.872413,0.959392
327,0.321021,51.810000,1.334472,0.000000,0.000000,0.701720,0.000000,0.000000,0.701720,0,17543,0,0,0,17543,17543,25000,15684,16284,15684,600,1859,0,0,0,0.000000,25000.000000,0.894032,0.963154
328,0.405663,52.050000,1.331993,0.000000,0.000000,0.685600,0.000000,0.000000,0.685600,0,17140,0,0,0,17140,17140,25000,14725,15343,14725,618,2415,0,0,0,0.000000,25000.000000,0.859102,0.959721
329,0.378655,51.630000,1.346226,0.000000,0.000000,0.698600,0.000000,0.000000,0.698600,0,17465,0,0,0,17465,17465,25000,15298,15934,15298,636,2167,0,0,0,0.000000,25000.000000,0.875923,0.960085
330,0.376082,51.830000,1.336484,0.000000,0.000000,0.689000,0.000320,0.001680,0.689320,1,17225,8,42,8,17233,17275,25000,15024,15660,15024,636,2209,36,6,42,0.857143,25000.000000,0.871816,0.959387
331,0.366628,51.410000,1.336274,0.000000,0.000000,0.690000,0.000000,0.000000,0.690000,0,17250,0,0,0,17250,17250,25000,15082,15683,15082,601,2168,0,0,0,0.000000,25000.000000,0.874319,0.961678
332,0.373187,51.110000,1.346018,0.000000,0.000000,0.716520,0.000000,0.000000,0.716520,0,17913,0,0,0,17913,17913,25000,15602,16181,15602,579,2311,0,0,0,0.000000,25000.000000,0.870988,0.964217
333,0.366285,51.370000,1.346656,0.000000,0.000000,0.697520,0.000000,0.000000,0.697520,0,17438,0,0,0,17438,17438,25000,15227,15886,15227,659,2211,0,0,0,0.000000,25000.000000,0.873208,0.958517
334,0.382051,50.990000,1.356414,0.000000,0.000000,0.705600,0.000000,0.000000,0.705600,0,17640,0,0,0,17640,17640,25000,15406,15995,15406,589,2234,0,0,0,0.000000,25000.000000,0.873356,0.963176
335,0.313117,52.200000,1.326344,0.000000,0.000000,0.714440,0.000160,0.001880,0.714600,1,17861,4,47,4,17865,17912,25000,16009,16595,16009,586,1856,40,7,47,0.851064,25000.000000,0.896110,0.964688
336,0.422595,51.140000,1.340756,0.000000,0.000000,0.690960,0.000000,0.000000,0.690960,0,17274,0,0,0,17274,17274,25000,14731,15319,14731,588,2543,0,0,0,0.000000,25000.000000,0.852785,0.961616
337,0.376363,51.900000,1.334872,0.000000,0.000000,0.700160,0.000000,0.000000,0.700160,0,17504,0,0,0,17504,17504,25000,15272,15893,15272,621,2232,0,0,0,0.000000,25000.000000,0.872486,0.960926
338,0.318813,51.740000,1.336567,0.000000,0.000000,0.696400,0.000000,0.000000,0.696400,0,17410,0,0,0,17410,17410,25000,15596,16207,15596,611,1814,0,0,0,0.000000,25000.000000,0.895807,0.962300
339,0.349307,51.830000,1.330251,0.000000,0.000000,0.694040,0.000000,0.000000,0.694040,0,17351,0,0,0,17351,17351,25000,15471,16155,15471,684,1880,0,0,0,0.000000,25000.000000,0.891649,0.957660
340,0.349135,52.920000,1.295967,0.000000,0.000000,0.685120,0.000200,0.001560,0.685320,1,17128,5,39,5,17133,17172,25000,14960,15582,14960,622,2173,35,4,39,0.897436,25000.000000,0.873169,0.960082
341,0.316439,52.390000,1.337454,0.000000,0.000000,0.705040,0.000000,0.000000,0.705040,0,17626,0,0,0,17626,17626,25000,15815,16379,15815,564,1811,0,0,0,0.000000,25000.000000,0.897254,0.965566
342,0.371314,52.030000,1.359532,0.000000,0.000000,0.704680,0.000000,0.000000,0.704680,0,17617,0,0,0,17617,17617,25000,15187,15750,15187,563,2430,0,0,0,0.000000,25000.000000,0.862065,0.964254
343,0.332686,51.040000,1.346421,0.000000,0.000000,0.715320,0.000000,0.000000,0.715320,0,17883,0,0,0,17883,17883,25000,15939,16535,15939,596,1944,0,0,0,0.000000,25000.000000,0.891293,0.963955
344,0.322148,51.160000,1.352995,0.000000,0.000000,0.720360,0.000000,0.000000,0.720360,0,18009,0,0,0,18009,18009,25000,16115,16691,16115,576,1894,0,0,0,0.000000,25000.000000,0.894830,0.965490
345,0.351824,51.570000,1.356292,0.000000,0.000000,0.701200,0.000160,0.002120,0.701360,1,17530,4,53,4,17534,17587,25000,15479,16033,15479,554,2055,49,4,53,0.924528,25000.000000,0.882799,0.965446
346,0.361927,52.310000,1.327414,0.000000,0.000000,0.702760,0.000000,0.000000,0.702760,0,17569,0,0,0,17569,17569,25000,15393,16028,15393,635,2176,0,0,0,0.000000,25000.000000,0.876145,0.960382
347,0.374156,52.040000,1.335414,0.000000,0.000000,0.700320,0.000000,0.000000,0.700320,0,17508,0,0,0,17508,17508,25000,15156,15674,15156,518,2352,0,0,0,0.000000,25000.000000,0.865661,0.966952
348,0.304169,52.680000,1.308699,0.000000,0.000000,0.695320,0.000000,0.000000,0.695320,0,17383,0,0,0,17383,17383,25000,15618,16258,15618,640,1765,0,0,0,0.000000,25000.000000,0.898464,0.960635
349,0.355821,52.190000,1.326381,0.000000,0.000000,0.699680,0.000000,0.000000,0.699680,0,17492,0,0,0,17492,17492,25000,15284,15875,15284,591,2208,0,0,0,0.000000,25000.000000,0.873771,0.962772
350,0.388623,51.890000,1.347610,0.000000,0.000000,0.706800,0.000040,0.001360,0.706840,1,17670,1,34,1,17671,17705,25000,15531,16153,15531,622,2140,32,2,34,0.941176,25000.000000,0.878898,0.961493
351,0.336547,52.310000,1.349382,0.000000,0.000000,0.708280,0.000000,0.000000,0.708280,0,17707,0,0,0,17707,17707,25000,15782,16439,15782,657,1925,0,0,0,0.000000,25000.000000,0.891286,0.960034
352,0.400206,53.070000,1.308895,0.000000,0.000000,0.704360,0.000000,0.000000,0.704360,0,17609,0,0,0,17609,17609,25000,15323,15985,15323,662,2286,0,0,0,0.000000,25000.000000,0.870180,0.958586
353,0.327695,52.690000,1.319664,0.000000,0.000000,0.703560,0.000000,0.000000,0.703560,0,17589,0,0,0,17589,17589,25000,15520,16075,15520,555,2069,0,0,0,0.000000,25000.000000,0.882370,0.965474
354,0.352482,52.680000,1.308658,0.000000,0.000000,0.671920,0.000000,0.000000,0.671920,0,16798,0,0,0,16798,16798,25000,14580,15182,14580,602,2218,0,0,0,0.000000,25000.000000,0.867960,0.960348
355,0.331613,52.970000,1.301648,0.000000,0.000000,0.698680,0.000360,0.001960,0.699040,1,17467,9,49,9,17476,17525,25000,15567,16291,15567,724,1909,48,1,49,0.979592,25000.000000,0.890764,0.955558
356,0.284989,52.290000,1.322127,0.000000,0.000000,0.725400,0.000000,0.000000,0.725400,0,18135,0,0,0,18135,18135,25000,16390,17004,16390,614,1745,0,0,0,0.000000,25000.000000,0.903777,0.963891
357,0.336782,52.330000,1.342001,0.000000,0.000000,0.706920,0.000000,0.000000,0.706920,0,17673,0,0,0,17673,17673,25000,15506,16097,15506,591,2167,0,0,0,0.000000,25000.000000,0.877384,0.963285
358,0.291282,52.930000,1.327791,0.000000,0.000000,0.703720,0.000000,0.000000,0.703720,0,17593,0,0,0,17593,17593,25000,16177,16831,16177,654,1416,0,0,0,0.000000,25000.000000,0.919513,0.961143
359,0.314838,52.630000,1.310721,0.000000,0.000000,0.729120,0.000000,0.000000,0.729120,0,18228,0,0,0,18228,18228,25000,16349,16944,16349,595,1879,0,0,0,0.000000,25000.000000,0.896917,0.964884
360,0.299030,53.070000,1.297847,0.000000,0.000000,0.717200,0.000040,0.001520,0.717240,1,17930,1,38,1,17931,17969,25000,16244,16896,16244,652,1687,34,4,38,0.894737,25000.000000,0.905917,0.961411
361,0.329309,52.450000,1.327307,0.000000,0.000000,0.705760,0.000000,0.000000,0.705760,0,17644,0,0,0,17644,17644,25000,15525,16086,15525,561,2119,0,0,0,0.000000,25000.000000,0.879903,0.965125
362,0.382183,52.320000,1.339319,0.000000,0.000000,0.724840,0.000000,0.000000,0.724840,0,18121,0,0,0,18121,18121,25000,15953,16502,15953,549,2168,0,0,0,0.000000,25000.000000,0.880360,0.966731
363,0.343679,52.210000,1.357506,0.000000,0.000000,0.717440,0.000000,0.000000,0.717440,0,17936,0,0,0,17936,17936,25000,15965,16647,15965,682,1971,0,0,0,0.000000,25000.000000,0.890109,0.959032
364,0.384696,53.330000,1.294808,0.000000,0.000000,0.707120,0.000000,0.000000,0.707120,0,17678,0,0,0,17678,17678,25000,15355,15978,15355,623,2323,0,0,0,0.000000,25000.000000,0.868594,0.961009
365,0.350474,52.600000,1.318008,0.000000,0.000000,0.718480,0.000240,0.001720,0.718720,1,17962,6,43,6,17968,18011,25000,15792,16390,15792,598,2176,37,6,43,0.860465,25000.000000,0.878896,0.963514
366,0.331022,52.140000,1.341985,0.000000,0.000000,0.698800,0.000000,0.000000,0.698800,0,17470,0,0,0,17470,17470,25000,15502,16052,15502,550,1968,0,0,0,0.000000,25000.000000,0.887350,0.965736
367,0.348396,53.290000,1.302451,0.000000,0.000000,0.730960,0.000000,0.000000,0.730960,0,18274,0,0,0,18274,18274,25000,16157,16768,16157,611,2117,0,0,0,0.000000,25000.000000,0.884152,0.963562
368,0.391358,52.430000,1.334987,0.000000,0.000000,0.715640,0.000000,0.000000,0.715640,0,17891,0,0,0,17891,17891,25000,15545,16192,15545,647,2346,0,0,0,0.000000,25000.000000,0.868873,0.960042
369,0.312050,52.900000,1.313871,0.000000,0.000000,0.723760,0.000000,0.000000,0.723760,0,18094,0,0,0,18094,18094,25000,16274,16895,16274,621,1820,0,0,0,0.000000,25000.000000,0.899414,0.963244
370,0.306642,52.120000,1.336704,0.000000,0.000000,0.705560,0.000160,0.001400,0.705720,1,17639,4,35,4,17643,17678,25000,15772,16408,15772,636,1871,31,4,35,0.885714,25000.000000,0.893952,0.961238
371,0.403703,53.040000,1.312836,0.000000,0.000000,0.716720,0.000000,0.000000,0.716720,0,17918,0,0,0,17918,17918,25000,15523,16100,15523,577,2395,0,0,0,0.000000,25000.000000,0.866336,0.964161
